Time, X, Y, Z, Pitch, Yaw, Roll, errorHeight, errorRoll, errorPitch, errorYaw, HLeadOut, HIntegralOut, HeightError
------------------------[Parameters]------------------------
HOVER_VALUE, ctrl_x->ref, ctrl_y->ref, ctrl_yaw->ref, ctrl_h->ref, ctrl_h->kp, ctrl_h->tau_i, ctrl_h->tau_d, ctrl_h->alpha, ctrl_vel_x->tau_i, ctrl_vel_x->tau_d, ctrl_vel_x->alpha
55.000, -0.221, 0.704, 0.057, 3.000, 2.889, 2.116, 2.000, 0.070, 0.000, 0.347, 0.300, 
------------------------[Parameters]------------------------
0.252,-0.219,0.704,0.428,0.017,0.057,-0.016,74.136,0.004,-0.089,0.032,0.427,11.703,-2.572
0.505,-0.224,0.705,0.428,0.007,0.056,-0.021,75.012,0.003,0.243,0.018,0.428,12.581,-2.572
0.757,-0.218,0.706,0.431,0.023,0.058,-0.011,75.887,-0.094,-0.257,-0.006,0.429,13.459,-2.569
1.009,-0.210,0.718,0.435,0.038,0.055,0.015,76.754,-0.464,-0.309,-0.003,0.432,14.336,-2.565
1.261,-0.210,0.737,0.440,0.040,0.045,0.035,77.616,-0.946,-0.176,0.083,0.437,15.212,-2.560
1.514,-0.214,0.767,0.443,0.035,0.048,0.052,78.483,-1.627,0.085,0.134,0.440,16.086,-2.557
1.766,-0.222,0.805,0.437,0.043,0.034,0.003,79.349,-2.486,0.275,0.192,0.442,16.959,-2.563
2.018,-0.229,0.844,0.439,0.049,0.032,-0.018,80.234,-3.043,0.361,0.259,0.438,17.833,-2.561
2.270,-0.233,0.879,0.436,0.047,0.027,-0.010,81.119,-3.470,0.382,0.322,0.435,18.708,-2.564
2.523,-0.234,0.904,0.437,0.055,0.027,-0.022,81.988,-3.714,0.301,0.348,0.437,19.583,-2.563
2.775,-0.229,0.923,0.438,0.060,0.026,-0.019,82.862,-3.879,0.097,0.361,0.437,20.458,-2.562
3.027,-0.217,0.934,0.442,0.067,0.027,-0.030,83.729,-3.847,-0.206,0.348,0.440,21.333,-2.558
3.279,-0.197,0.937,0.451,0.057,0.028,-0.053,84.585,-3.748,-0.699,0.351,0.446,22.206,-2.549
3.532,-0.171,0.928,0.469,0.041,0.018,-0.068,85.421,-3.345,-1.300,0.384,0.458,23.076,-2.531
3.784,-0.147,0.906,0.500,0.024,0.020,-0.053,86.217,-2.732,-1.627,0.418,0.481,23.940,-2.500
4.038,-0.133,0.875,0.544,0.021,0.016,-0.037,87.017,-2.014,-1.656,0.441,0.519,24.850,-2.456
4.291,-0.132,0.838,0.607,0.026,0.016,-0.035,87.704,-1.176,-1.434,0.468,0.572,25.689,-2.393
4.543,-0.141,0.803,0.690,0.031,0.013,-0.019,88.312,-0.736,-1.064,0.491,0.644,26.506,-2.310
4.796,-0.161,0.772,0.794,0.032,0.014,-0.009,88.839,-0.437,-0.520,0.502,0.735,27.295,-2.206
5.048,-0.183,0.753,0.910,0.051,0.010,-0.014,89.285,-0.308,-0.044,0.509,0.842,28.050,-2.090
5.300,-0.204,0.742,1.041,0.065,0.012,-0.022,89.651,-0.243,0.286,0.520,0.963,28.767,-1.959
5.553,-0.216,0.737,1.183,0.063,0.011,-0.027,89.931,-0.338,0.187,0.525,1.099,29.439,-1.817
5.804,-0.217,0.732,1.332,0.062,0.012,-0.030,90.148,-0.252,-0.023,0.531,1.240,30.064,-1.668
6.056,-0.210,0.727,1.495,0.054,0.010,-0.033,90.258,-0.045,-0.509,0.520,1.401,30.638,-1.505
6.308,-0.198,0.718,1.690,0.044,0.011,-0.032,90.287,0.062,-0.878,0.504,1.570,31.155,-1.310
6.560,-0.188,0.708,1.882,0.038,0.014,-0.029,90.180,0.382,-0.933,0.501,1.764,31.610,-1.118
6.812,-0.183,0.697,2.092,0.035,0.015,-0.026,89.989,0.625,-0.880,0.502,1.965,31.999,-0.908
7.064,-0.183,0.687,2.290,0.039,0.017,-0.028,89.684,0.738,-0.626,0.481,2.180,32.316,-0.710
7.315,-0.188,0.675,2.544,0.046,0.015,-0.031,89.288,0.904,-0.334,0.486,2.401,32.559,-0.456
7.567,-0.193,0.663,2.764,0.056,0.012,-0.031,88.809,1.233,-0.176,0.510,2.625,32.726,-0.236
7.819,-0.195,0.652,2.967,0.051,0.012,-0.028,88.246,1.548,-0.259,0.518,2.851,32.815,-0.033
8.071,-0.196,0.638,3.204,0.050,0.013,-0.025,87.633,1.735,-0.417,0.514,3.067,32.828,0.204
8.323,-0.193,0.627,3.419,0.054,0.012,-0.023,86.938,1.750,-0.567,0.509,3.287,32.767,0.419
8.574,-0.190,0.621,3.583,0.050,0.014,-0.021,86.232,1.702,-0.779,0.504,3.485,32.634,0.583
8.826,-0.183,0.614,3.779,0.045,0.009,-0.032,85.507,1.675,-1.016,0.522,3.668,32.437,0.779
9.078,-0.177,0.610,3.917,0.047,0.006,-0.037,84.796,1.705,-1.039,0.564,3.825,32.181,0.917
9.330,-0.171,0.607,4.013,0.052,0.009,-0.034,84.131,1.697,-1.161,0.568,3.951,31.877,1.013
9.581,-0.163,0.601,4.091,0.042,0.006,-0.039,83.489,1.895,-1.326,0.562,4.046,31.512,1.091
9.833,-0.156,0.593,4.116,0.041,0.004,-0.045,82.974,2.141,-1.407,0.579,4.098,31.145,1.116
10.085,-0.153,0.583,4.095,0.036,0.006,-0.039,82.574,2.416,-1.287,0.590,4.105,30.768,1.095
10.337,-0.154,0.571,4.017,0.036,0.005,-0.037,82.326,2.820,-1.115,0.588,4.063,30.396,1.017
10.589,-0.157,0.558,3.884,0.038,0.006,-0.034,82.269,2.826,-0.916,0.584,3.962,30.049,0.884
10.841,-0.160,0.544,3.708,0.057,0.008,-0.033,82.380,3.293,-0.829,0.578,3.818,29.744,0.708
11.093,-0.161,0.533,3.503,0.052,0.008,-0.024,82.716,3.153,-0.950,0.558,3.617,29.498,0.503
11.344,-0.157,0.521,3.201,0.051,0.007,-0.029,83.253,3.418,-1.193,0.540,3.371,29.326,0.201
11.596,-0.151,0.514,2.909,0.043,0.010,-0.023,84.017,3.263,-1.453,0.540,3.080,29.249,-0.091
11.848,-0.140,0.498,2.539,0.051,-0.002,-0.082,84.996,3.956,-1.740,0.608,2.751,29.277,-0.461
12.100,-0.129,0.464,2.246,0.044,-0.008,-0.081,86.034,5.430,-1.960,0.720,2.440,29.416,-0.754
12.352,-0.114,0.434,2.064,0.058,-0.017,0.038,87.018,5.854,-2.442,0.809,2.182,29.654,-0.936
12.604,-0.096,0.406,1.976,0.041,-0.031,-0.051,87.760,6.166,-2.681,0.923,2.032,29.962,-1.024
12.856,-0.083,0.389,1.971,0.039,-0.030,-0.062,88.249,6.197,-2.932,0.980,1.980,30.304,-1.029
13.108,-0.075,0.358,2.030,0.003,-0.029,-0.022,88.538,7.126,-2.417,1.006,2.000,30.650,-0.970
13.360,-0.089,0.337,2.153,0.016,-0.036,0.006,88.649,6.874,-1.311,1.008,2.076,30.980,-0.847
13.611,-0.118,0.333,2.309,0.047,-0.035,-0.018,88.562,6.116,0.131,1.041,2.208,31.273,-0.691
13.863,-0.157,0.334,2.493,0.041,-0.038,-0.036,88.330,5.728,0.838,1.073,2.372,31.516,-0.507
14.115,-0.192,0.330,2.663,0.041,-0.038,-0.042,88.040,6.020,2.018,1.080,2.536,31.700,-0.337
14.367,-0.233,0.314,2.873,0.041,-0.036,-0.041,87.591,6.785,2.502,1.093,2.734,31.824,-0.127
14.617,-0.272,0.293,3.062,0.038,-0.037,-0.026,87.052,7.371,3.021,1.089,2.940,31.879,0.062
14.869,-0.312,0.279,3.192,0.046,-0.039,0.005,86.552,7.174,3.558,1.102,3.110,31.870,0.192
15.121,-0.349,0.280,3.262,0.057,-0.039,0.034,86.156,6.284,4.444,1.099,3.225,31.807,0.262
15.373,-0.395,0.316,3.262,0.048,-0.041,0.020,85.961,4.774,4.379,1.108,3.263,31.721,0.262
15.625,-0.429,0.375,3.184,0.058,-0.041,0.013,85.980,1.795,5.199,1.135,3.227,31.636,0.184
15.877,-0.459,0.450,3.042,0.053,-0.042,-0.020,86.215,0.294,5.158,1.151,3.124,31.574,0.042
16.129,-0.486,0.524,2.881,0.044,-0.040,-0.057,86.627,-1.131,5.543,1.154,2.975,31.556,-0.119
16.381,-0.511,0.589,2.734,0.049,-0.043,-0.037,87.070,-1.966,5.913,1.139,2.833,31.587,-0.266
16.633,-0.530,0.638,2.596,0.056,-0.044,-0.027,87.574,-2.571,5.999,1.151,2.687,31.670,-0.404
16.885,-0.547,0.682,2.418,0.047,-0.044,-0.075,88.198,-1.716,5.708,1.170,2.518,31.805,-0.582
17.137,-0.558,0.709,2.204,0.058,-0.045,-0.066,88.912,-1.826,5.760,1.157,2.338,32.000,-0.796
17.388,-0.561,0.715,1.999,0.063,-0.043,-0.042,89.785,-0.950,5.480,1.153,2.127,32.262,-1.001
17.640,-0.557,0.710,1.796,0.053,-0.045,-0.051,90.763,0.008,4.953,1.173,1.904,32.598,-1.204
17.892,-0.542,0.692,1.588,0.055,-0.045,-0.036,91.769,0.638,4.552,1.187,1.698,33.006,-1.412
18.143,-0.524,0.670,1.453,0.043,-0.051,-0.025,92.654,1.232,4.129,1.205,1.555,33.478,-1.547
18.395,-0.509,0.651,1.359,0.040,-0.053,-0.045,93.557,1.788,3.757,1.240,1.421,33.995,-1.641
18.647,-0.491,0.626,1.223,0.040,-0.058,-0.043,94.490,2.333,3.493,1.312,1.292,34.556,-1.777
18.899,-0.475,0.593,1.061,0.048,-0.061,-0.037,95.485,3.053,3.372,1.353,1.157,35.160,-1.939
19.151,-0.461,0.562,0.925,0.047,-0.068,-0.026,96.541,3.809,3.265,1.387,1.017,35.813,-2.075
19.403,-0.447,0.532,0.798,0.050,-0.069,-0.034,97.616,3.984,3.070,1.421,0.887,36.512,-2.202
19.654,-0.437,0.514,0.724,0.047,-0.073,-0.035,98.705,3.796,3.151,1.473,0.767,37.255,-2.276
19.906,-0.417,0.482,0.611,0.039,-0.068,-0.022,99.776,4.583,2.646,1.475,0.666,38.034,-2.389
20.157,-0.404,0.460,0.562,0.043,-0.073,-0.034,100.000,5.271,2.291,1.494,0.593,38.844,-2.438
20.409,-0.388,0.430,0.518,0.043,-0.082,-0.037,100.000,5.381,2.410,1.542,0.546,39.674,-2.482
20.662,-0.376,0.406,0.453,0.046,-0.088,-0.031,100.000,5.862,2.255,1.606,0.491,40.521,-2.547
20.913,-0.374,0.402,0.428,0.048,-0.084,0.003,100.000,4.304,2.607,1.619,0.438,41.446,-2.572
21.165,-0.395,0.434,0.425,0.009,-0.103,-0.017,100.000,2.523,3.779,1.746,0.431,42.322,-2.575
21.417,-0.385,0.434,0.426,0.033,-0.099,-0.007,100.000,3.819,2.561,1.763,0.426,43.
