Time, X, Y, Z, Pitch, Yaw, Roll, errorHeight, errorRoll, errorPitch, errorYaw, HLeadOut, HIntegralOut, HeightError
15.000,0.605,0.790,2.522,0.043,-0.046,-0.035,96.274,4.825,-1.720,0.373
15.252,0.606,0.790,2.378,0.041,-0.045,-0.038,96.460,4.991,-1.700,0.361
15.504,0.607,0.786,2.236,0.047,-0.046,-0.040,96.670,5.274,-1.728,0.347
15.755,0.607,0.777,2.073,0.042,-0.041,-0.033,96.909,5.536,-1.731,0.345
16.007,0.607,0.766,1.918,0.043,-0.040,-0.036,97.160,6.006,-1.651,0.318
16.259,0.605,0.752,1.749,0.042,-0.036,-0.028,97.455,6.129,-1.582,0.292
16.510,0.603,0.739,1.576,0.047,-0.036,-0.027,97.762,6.445,-1.548,0.260
16.762,0.601,0.728,1.428,0.052,-0.033,-0.027,98.089,6.394,-1.591,0.223
17.014,0.601,0.719,1.278,0.050,-0.032,-0.029,98.427,6.370,-1.647,0.218
17.265,0.603,0.710,1.133,0.041,-0.028,-0.034,98.777,6.642,-1.689,0.199
17.517,0.604,0.704,1.009,0.040,-0.028,-0.022,99.144,6.604,-1.758,0.181
17.768,0.604,0.699,0.882,0.052,-0.030,-0.029,99.511,6.595,-1.685,0.171
18.020,0.606,0.697,0.793,0.059,-0.033,-0.032,99.876,6.449,-1.816,0.177
18.272,0.616,0.693,0.734,0.066,-0.031,-0.042,100.000,6.528,-2.198,0.198
18.524,0.635,0.686,0.712,0.056,-0.033,-0.042,100.000,6.789,-2.727,0.225
18.776,0.659,0.676,0.730,0.043,-0.034,-0.031,100.000,7.121,-3.243,0.224
19.028,0.684,0.665,0.787,0.042,-0.036,-0.025,100.000,7.237,-3.579,0.250
19.280,0.705,0.656,0.875,0.037,-0.039,-0.027,100.000,7.412,-3.751,0.292
19.532,0.724,0.653,0.987,0.041,-0.040,-0.011,100.000,7.294,-4.110,0.287
19.784,0.734,0.660,1.116,0.024,-0.042,-0.008,100.000,6.925,-3.932,0.299
20.036,0.736,0.679,1.260,0.031,-0.043,-0.012,100.000,6.344,-3.711,0.331
20.288,0.729,0.700,1.398,0.031,-0.049,-0.027,100.000,5.720,-3.327,0.371
20.540,0.714,0.725,1.578,0.043,-0.056,-0.042,100.000,4.877,-2.648,0.456
20.791,0.700,0.738,1.751,0.056,-0.059,-0.048,100.000,5.170,-2.440,0.516
21.043,0.691,0.743,1.907,0.053,-0.058,-0.037,100.000,5.488,-2.333,0.517
21.295,0.685,0.741,2.099,0.053,-0.058,-0.034,100.000,5.869,-2.511,0.508
21.546,0.682,0.739,2.304,0.046,-0.054,-0.024,100.000,5.963,-2.636,0.500
21.798,0.680,0.738,2.510,0.043,-0.058,-0.026,100.000,5.909,-2.630,0.489
22.049,0.675,0.740,2.708,0.041,-0.058,-0.028,100.000,5.667,-2.468,0.500
22.301,0.668,0.743,2.905,0.042,-0.059,-0.029,100.000,5.520,-2.148,0.513
22.552,0.658,0.747,3.135,0.050,-0.062,-0.033,100.000,5.450,-1.852,0.537
22.804,0.649,0.749,3.363,0.054,-0.069,-0.043,100.000,5.576,-1.793,0.583
23.056,0.643,0.749,3.580,0.053,-0.064,-0.029,100.000,5.611,-1.821,0.588
23.307,0.641,0.748,3.807,0.048,-0.066,-0.029,100.000,5.685,-2.026,0.596
23.559,0.642,0.747,4.044,0.046,-0.068,-0.036,100.000,5.807,-2.129,0.618
23.811,0.642,0.747,4.284,0.040,-0.067,-0.027,100.000,5.707,-2.090,0.620
24.063,0.641,0.747,4.513,0.050,-0.066,-0.037,99.686,5.677,-2.106,0.617
24.314,0.640,0.752,4.768,0.045,-0.069,-0.034,99.277,5.431,-2.039,0.605
24.566,0.642,0.758,4.994,0.047,-0.136,-0.139,98.838,5.573,-1.451,0.842
24.818,0.641,0.762,5.214,0.050,-0.061,-0.025,98.369,5.144,-2.137,0.649
25.069,0.642,0.767,5.372,0.050,-0.065,-0.032,97.899,5.019,-2.221,0.584
25.319,0.642,0.767,5.372,0.050,-0.065,-0.032,97.547,5.093,-2.212,0.582
25.570,0.642,0.767,5.372,0.050,-0.065,-0.032,97.234,5.100,-2.211,0.581
25.820,0.642,0.767,5.372,0.050,-0.065,-0.032,96.925,5.101,-2.211,0.581
26.070,0.642,0.767,5.372,0.050,-0.065,-0.032,96.616,5.101,-2.211,0.581
26.321,0.642,0.767,5.372,0.050,-0.065,-0.032,96.286,5.101,-2.211,0.581
26.571,0.642,0.767,5.372,0.050,-0.065,-0.032,95.978,5.101,-2.211,0.581
26.821,0.642,0.767,5.372,0.050,-0.065,-0.032,95.669,5.101,-2.211,0.581
27.072,0.642,0.767,5.372,0.050,-0.065,-0.032,95.360,5.101,-2.211,0.581
27.322,0.642,0.767,5.372,0.050,-0.065,-0.032,95.051,5.101,-2.211,0.581
27.573,0.642,0.767,5.372,0.050,-0.065,-0.032,94.743,5.101,-2.211,0.581
27.824,0.642,0.767,5.372,0.050,-0.065,-0.032,94.434,5.101,-2.211,0.581
28.074,0.642,0.767,5.372,0.050,-0.065,-0.032,94.125,5.101,-2.211,0.581
28.327,0.642,0.767,5.372,0.050,-0.065,-0.032,93.816,5.101,-2.211,0.581
28.578,0.642,0.767,5.372,0.050,-0.065,-0.032,93.508,5.101,-2.211,0.581
28.829,0.642,0.767,5.372,0.050,-0.065,-0.032,93.199,5.101,-2.211,
