Time, X, Y, Z, Pitch, Yaw, Roll, errorHeight, errorRoll, errorPitch, errorYaw, HLeadOut, HIntegralOut, HeightError
------------------------[Parameters]------------------------
HOVER_VALUE, ctrl_x->ref, ctrl_y->ref, ctrl_yaw->ref, ctrl_h->ref, ctrl_h->kp, ctrl_h->tau_i, ctrl_h->tau_d, ctrl_h->alpha, ctrl_vel_x->tau_i, ctrl_vel_x->tau_d, ctrl_vel_x->alpha
410.000, 1.490, 0.611, -0.058, 4.000, 16.000, 0.000, 2.000, 0.100, 0.000, 0.347, 0.300, 
------------------------[Parameters]------------------------
0.251,1.490,0.611,0.440,0.030,-0.064,-0.027,466.965,-0.001,-0.011,0.024,0.440,0.000,-3.560
0.502,1.491,0.612,0.441,0.033,-0.061,-0.023,466.960,-0.060,-0.135,-0.012,0.440,0.000,-3.559
0.752,1.487,0.623,0.463,0.031,-0.061,0.027,466.822,-0.788,0.213,0.014,0.449,0.000,-3.537
1.002,1.477,0.684,0.605,0.047,-0.075,0.043,465.984,-2.438,0.161,0.096,0.501,0.000,-3.395
1.254,1.467,0.750,0.746,0.036,-0.081,0.017,464.147,-4.875,0.374,0.219,0.616,0.000,-3.254
1.554,1.440,0.899,1.103,0.039,-0.100,-0.091,459.831,-6.905,0.458,0.389,0.886,0.000,-2.897
1.806,1.422,0.971,1.335,0.039,-0.101,-0.093,455.798,-8.753,0.911,0.470,1.138,0.000,-2.665
2.060,1.397,1.020,1.676,0.042,-0.105,-0.123,450.870,-7.322,1.025,0.513,1.446,0.000,-2.324
2.311,1.383,1.016,1.925,0.049,-0.106,-0.113,446.430,-6.268,1.833,0.535,1.723,0.000,-2.075
2.562,1.376,0.976,2.139,0.055,-0.109,-0.105,442.427,-5.165,1.442,0.577,1.973,0.000,-1.861
2.813,1.376,0.976,2.139,0.055,-0.109,-0.105,440.537,-4.641,1.403,0.580,2.091,0.000,-1.861
3.065,1.391,0.745,2.656,0.059,-0.108,-0.033,435.667,0.199,1.478,0.583,2.396,0.000,-1.344
3.316,1.403,0.680,2.766,0.071,-0.106,0.012,431.888,0.089,1.226,0.559,2.632,0.000,-1.234
3.566,1.431,0.575,2.948,0.044,-0.104,0.034,429.088,2.648,0.780,0.542,2.807,0.000,-1.052
3.817,1.444,0.555,3.009,0.043,-0.102,0.064,427.170,2.470,0.170,0.520,2.927,0.000,-0.991
4.068,1.455,0.557,3.052,0.037,-0.106,0.041,425.851,1.146,0.275,0.543,3.009,0.000,-0.948
4.318,1.456,0.611,3.050,0.032,-0.107,0.019,425.327,-1.532,0.228,0.535,3.042,0.000,-0.950
4.569,1.448,0.686,2.991,0.043,-0.106,-0.032,425.605,-4.161,0.447,0.544,3.025,0.000,-1.009
4.820,1.434,0.771,2.856,0.041,-0.104,-0.083,426.817,-5.110,0.727,0.533,2.949,0.000,-1.144
5.071,1.426,0.807,2.724,0.046,-0.102,-0.098,428.572,-5.168,0.862,0.510,2.839,0.000,-1.276
5.321,1.418,0.818,2.482,0.044,-0.100,-0.117,431.067,-4.408,1.006,0.480,2.683,0.000,-1.518
5.572,1.415,0.799,2.309,0.046,-0.096,-0.106,434.314,-2.690,1.046,0.449,2.480,0.000,-1.691
5.823,1.421,0.720,1.959,0.054,-0.096,-0.076,438.454,-0.032,0.998,0.453,2.222,0.000,-2.041
6.074,1.425,0.686,1.834,0.052,-0.096,-0.064,442.542,-0.357,0.890,0.438,1.966,0.000,-2.166
6.325,1.453,0.541,1.342,0.043,-0.091,-0.029,447.310,2.980,0.513,0.411,1.668,0.000,-2.658
6.575,1.464,0.486,1.128,0.035,-0.087,0.010,452.367,2.949,0.484,0.356,1.352,0.000,-2.872
6.828,1.475,0.422,0.835,0.043,-0.088,-0.001,456.917,5.535,0.218,0.344,1.068,0.000,-3.165
7.080,1.483,0.384,0.501,0.053,-0.083,0.038,461.815,4.639,0.293,0.306,0.762,0.000,-3.499
7.332,1.485,0.349,0.483,0.029,-0.078,-0.021,465.069,6.153,0.151,0.264,0.558,0.000,-3.517
7.631,1.481,0.316,0.703,0.039,-0.082,0.040,464.140,5.230,0.548,0.267,0.616,0.000,-3.297
7.881,1.457,0.334,0.952,0.037,-0.084,0.022,461.762,3.793,1.851,0.281,0.765,0.000,-3.048
8.179,1.427,0.397,1.223,0.066,-0.087,-0.007,457.814,2.663,1.616,0.319,1.012,0.000,-2.777
8.430,1.409,0.453,1.409,0.064,-0.093,-0.019,454.266,1.022,1.828,0.367,1.233,0.000,-2.591
8.681,1.398,0.514,1.594,0.067,-0.098,-0.043,450.855,0.252,1.674,0.432,1.447,0.000,-2.406
8.931,1.399,0.589,1.829,0.069,-0.102,-0.067,447.681,-2.236,1.332,0.482,1.645,0.000,-2.171
9.183,1.416,0.620,1.995,0.066,-0.100,-0.111,444.472,-1.098,0.823,0.502,1.845,0.000,-2.005
9.434,1.445,0.620,2.133,0.061,-0.099,-0.103,441.818,-0.319,-0.150,0.486,2.011,0.000,-1.867
9.685,1.483,0.587,2.248,0.047,-0.099,-0.090,439.514,1.294,-0.903,0.474,2.155,0.000,-1.752
9.936,1.531,0.515,2.350,0.038,-0.098,-0.053,437.801,3.234,-1.455,0.450,2.262,0.000,-1.650
10.188,1.557,0.464,2.388,0.034,-0.099,-0.046,436.518,4.793,-1.797,0.474,2.343,0.000,-1.612
10.439,1.593,0.372,2.419,0.021,-0.098,0.019,435.698,6.050,-1.910,0.473,2.394,0.000,-1.581
10.690,1.599,0.343,2.401,0.021,-0.101,0.025,435.517,5.792,-1.486,0.486,2.405,0.000,-1.599
10.942,1.591,0.339,2.326,0.036,-0.102,0.014,435.878,5.033,-0.952,0.513,2.383,0.000,-1.674
11.193,1.576,0.360,2.244,0.039,-0.104,-0.002,437.043,4.026,-0.821,0.530,2.310,0.000,-1.756
11.444,1.548,0.410,2.075,0.045,-0.105,-0.028,438.577,3.156,-0.542,0.559,2.214,0.000,-1.925
11.695,1.529,0.446,1.935,0.050,-0.103,-0.042,440.850,1.541,0.101,0.528,2.072,0.000,-2.065
11.947,1.510,0.478,1.769,0.052,-0.102,-0.059,443.719,1.399,0.197,0.515,1.893,0.000,-2.231
12.198,1.491,0.507,1.489,0.062,-0.097,-0.058,446.524,0.636,0.619,0.491,1.717,0.000,-2.511
12.450,1.488,0.509,1.320,0.062,-0.096,-0.072,450.390,1.316,0.400,0.445,1.476,0.000,-2.680
12.701,1.497,0.486,0.983,0.057,-0.090,-0.065,454.321,2.276,-0.041,0.392,1.230,0.000,-3.017
12.952,1.510,0.455,0.771,0.050,-0.085,-0.062,458.511,2.766,-0.187,0.336,0.968,0.000,-3.229
13.203,1.537,0.392,0.497,0.069,-0.085,-0.054,462.144,6.706,-1.447,0.308,0.741,0.000,-3.503
13.454,1.547,0.379,0.472,0.067,-0.078,0.004,465.182,4.731,-1.208,0.278,0.551,0.000,-3.528
13.706,1.553,0.400,0.634,0.052,-0.075,-0.015,465.533,3.328,-0.865,0.218,0.529,0.000,-3.366
13.957,1.559,0.418,0.787,0.040,-0.074,-0.046,463.671,2.581,-1.110,0.186,0.646,0.000,-3.213
14.208,1.565,0.427,0.937,0.043,-0.073,-0.056,460.908,2.659,-1.142,0.190,0.818,0.000,-3.063
14.460,1.573,0.419,1.180,0.048,-0.072,-0.058,457.923,3.200,-1.197,0.172,1.005,0.000,-2.820
14.711,1.578,0.406,1.302,0.043,-0.070,-0.043,454.979,3.657,-1.279,0.140,1.189,0.000,-2.698
15.004,1.588,0.370,1.553,0.048,-0.069,-0.030,451.358,4.617,-1.419,0.114,1.415,0.000,-2.447
15.255,1.593,0.348,1.745,0.037,-0.063,-0.002,448.711,4.600,-1.406,0.104,1.581,0.000,-2.255
15.507,1.592,0.347,1.856,0.037,-0.069,-0.008,445.961,4.393,-1.314,0.113,1.752,0.000,-2.144
15.758,1.582,0.366,1.987,0.033,-0.066,-0.012,444.084,3.578,-1.015,0.082,1.870,0.000,-2.013
16.010,1.571,0.384,2.041,0.040,-0.069,-0.031,442.375,3.222,-0.799,0.108,1.977,0.000,-1.959
16.261,1.547,0.418,2.093,0.040,-0.068,-0.041,441.234,2.770,-0.539,0.116,2.048,0.000,-1.907
16.513,1.530,0.441,2.100,0.049,-0.066,-0.045,440.662,1.549,0.278,0.100,2.084,0.000,-1.900
16.764,1.514,0.458,2.078,0.059,-0.067,-0.065,440.638,2.057,0.037,0.099,2.085,0.000,-1.922
17.016,1.504,0.468,2.008,0.065,-0.060,-0.051,441.150,2.001,0.110,0.043,2.053,0.000,-1.992
17.267,1.504,0.464,1.935,0.053,-0.059,-0.057,442.084,2.379,-0.004,0.013,1.995,0.000,-2.065
17.519,1.516,0.447,1.793,0.059,-0.058,-0.047,443.657,2.933,-0.455,-0.020,1.896,0.000,-2.207
17.770,1.529,0.431,1.683,0.057,-0.057,-0.035,445.615,3.557,-0.948,-0.015,1.774,0.000,-2.317
18.022,1.552,0.407,1.495,0.037,-0.056,-0.028,447.733,3.683,-1.153,-0.034,1.642,0.000,-2.505
18.273,1.564,0.393,1.374,0.034,-0.054,-0.034,450.201,3.741,-1.197,-0.037,1.487,0.000,-2.626
18.525,1.575,0.367,1.137,0.027,-0.059,-0.037,452.375,4.617,-1.564,0.013,1.352,0.000,-2.863
18.776,1.575,0.364,1.106,0.026,-0.060,-0.037,455.070,4.297,-1.226,0.021,1.183,0.000,-2.894
19.027,1.567,0.336,0.830,0.039,-0.058,-0.026,458.272,4.944,-0.807,0.009,0.983,0.000,-3.170
19.279,1.553,0.325,0.650,0.045,-0.060,-0.005,461.462,4.769,-0.521,0.013,0.784,0.000,-3.350
19.530,1.544,0.320,0.497,0.068,-0.064,-0.019,464.116,4.848,-0.157,0.050,0.618,0.000,-3.503
19.782,1.535,0.323,0.465,0.057,-0.057,-0.012,465.964,4.528,-0.384,0.019,0.502,0.000,-3.535
20.033,1.532,0.326,0.571,0.068,-0.065,-0.036,465.676,4.397,-0.185,0.051,0.520,0.000,-3.429
20.285,1.544,0.327,0.732,0.066,-0.069,-0.046,464.135,4.457,-0.911,0.091,0.617,0.000,-3.268
20.536,1.563,0.322,0.879,0.055,-0.068,-0.036,462.149,4.779,-1.596,0.107,0.741,0.000,-3.121
20.787,1.588,0.311,1.070,0.034,-0.073,-0.033,459.504,5.091,-1.851,0.120,0.906,0.000,-2.930
21.039,1.603,0.300,1.235,0.031,-0.072,-0.021,456.691,5.476,-1.995,0.157,1.082,0.000,-2.765
21.290,1.608,0.290,1.419,0.025,-0.075,-0.018,453.784,5.486,-1.624,0.172,1.264,0.000,-2.581
21.542,1.599,0.286,1.570,0.031,-0.077,-0.013,451.042,5.344,-1.170,0.212,1.435,0.000,-2.430
21.793,1.592,0.287,1.638,0.036,-0.079,-0.015,448.945,5.099,-0.818,0.230,1.566,0.000,-2.362
22.045,1.558,0.302,1.831,0.051,-0.088,-0.032,446.513,4.669,-0.102,0.314,1.718,0.000,-2.169
22.296,1.547,0.310,1.885,0.059,-0.092,-0.041,444.882,4.208,0.239,0.369,1.820,0.000,-2.115
22.548,1.523,0.328,1.979,0.057,-0.092,-0.043,443.395,4.123,0.300,0.358,1.913,0.000,-2.021
22.799,1.515,0.335,2.007,0.063,-0.089,-0.040,442.412,4.060,0.294,0.364,1.974,0.000,-1.993
23.051,1.513,0.340,2.014,0.064,-0.087,-0.036,441.943,3.858,0.305,0.343,2.004,0.000,-1.986
23.303,1.521,0.342,1.993,0.069,-0.088,-0.039,441.923,4.160,-0.497,0.337,2.005,0.000,-2.007
23.554,1.536,0.343,1.931,0.044,-0.088,-0.030,442.480,4.264,-0.819,0.351,1.970,0.000,-2.069
23.805,1.552,0.347,1.847,0.035,-0.091,-0.030,443.476,4.132,-1.463,0.364,1.908,0.000,-2.153
