Time, X, Y, Z, Pitch, Yaw, Roll, errorHeight, errorRoll, errorPitch, errorYaw, HLeadOut, HIntegralOut, HeightError
------------------------[Parameters]------------------------
HOVER_VALUE, ctrl_x->ref, ctrl_y->ref, ctrl_yaw->ref, ctrl_h->ref, ctrl_h->kp, ctrl_h->tau_i, ctrl_h->tau_d, ctrl_h->alpha, ctrl_vel_x->tau_i, ctrl_vel_x->tau_d, ctrl_vel_x->alpha
430.000, 0.413, 1.357, 0.126, 4.000, 12.445, 0.000, 0.745, 0.070, 0.000, 0.347, 0.300, 
------------------------[Parameters]------------------------
0.253,0.412,1.358,0.428,0.031,0.115,-0.025,474.460,-0.078,-0.050,0.072,0.427,0.000,-3.572
0.506,0.409,1.356,0.429,0.031,0.120,-0.006,474.445,0.141,0.092,0.075,0.429,0.000,-3.571
0.759,0.409,1.371,0.484,0.061,0.124,0.037,474.001,-0.563,0.003,0.138,0.464,0.000,-3.516
1.012,0.416,1.418,0.627,0.050,0.101,0.038,472.485,-2.264,-0.013,0.214,0.586,0.000,-3.373
1.265,0.435,1.502,0.851,0.054,0.107,-0.015,469.944,-4.264,-0.349,0.222,0.790,0.000,-3.149
1.517,0.460,1.595,1.137,0.051,0.106,-0.055,466.534,-5.952,-0.709,0.278,1.064,0.000,-2.863
1.770,0.478,1.669,1.456,0.033,0.089,-0.076,462.621,-6.576,-1.264,0.048,1.379,0.000,-2.544
2.023,0.491,1.707,1.785,0.007,0.051,-0.057,458.562,-6.657,-1.700,0.295,1.705,0.000,-2.215
2.276,0.490,1.704,2.101,0.014,0.070,-0.071,454.574,-5.233,-0.252,0.275,2.025,0.000,-1.899
2.529,0.478,1.658,2.411,0.028,0.190,0.101,450.794,-4.254,0.653,0.673,2.329,0.000,-1.589
2.782,0.469,1.578,2.697,0.051,0.079,-0.055,447.185,-1.067,0.384,0.840,2.619,0.000,-1.303
3.036,0.463,1.488,2.955,0.037,0.040,0.024,443.917,-0.113,-0.247,1.079,2.882,0.000,-1.045
3.289,0.456,1.401,3.176,0.037,0.050,0.012,440.997,1.195,-0.578,0.941,3.116,0.000,-0.824
3.540,0.456,1.335,3.356,0.050,0.081,0.010,438.560,1.539,-1.055,0.719,3.312,0.000,-0.644
3.793,0.461,1.285,3.510,0.045,0.091,0.006,436.466,2.815,-1.193,0.516,3.480,0.000,-0.490
4.046,0.464,1.266,3.616,0.036,0.082,0.031,435.011,2.066,-1.233,0.479,3.597,0.000,-0.384
4.299,0.467,1.269,3.693,0.038,0.088,0.017,434.015,1.611,-1.044,0.382,3.677,0.000,-0.307
4.551,0.468,1.295,3.725,0.009,0.035,0.018,433.489,0.067,-1.222,0.493,3.720,0.000,-0.275
4.804,0.464,1.327,3.714,0.045,0.100,-0.030,433.509,-0.352,-0.682,0.368,3.718,0.000,-0.286
5.057,0.461,1.357,3.662,0.057,0.097,-0.044,434.022,-0.777,-0.707,0.376,3.677,0.000,-0.338
5.310,0.460,1.371,3.574,0.057,0.091,-0.056,435.003,-0.432,-0.615,0.434,3.598,0.000,-0.426
5.562,0.465,1.373,3.451,0.061,0.085,-0.042,436.429,-0.081,-0.463,0.654,3.483,0.000,-0.549
5.815,0.480,1.360,3.288,0.063,-0.022,-0.220,438.286,0.380,-1.349,0.647,3.334,0.000,-0.712
6.068,0.497,1.330,3.104,0.057,0.096,-0.042,440.397,1.233,-2.056,0.453,3.165,0.000,-0.896
6.321,0.516,1.300,2.902,0.032,0.097,-0.022,443.056,2.402,-2.271,0.243,2.951,0.000,-1.098
6.574,0.533,1.264,2.661,0.042,0.024,-0.150,445.850,3.033,-1.733,0.633,2.726,0.000,-1.339
6.827,0.539,1.232,2.413,0.041,0.098,-0.010,448.908,2.650,-1.851,0.419,2.481,0.000,-1.587
7.121,0.536,1.195,2.111,0.028,0.097,-0.023,452.596,3.442,-2.053,0.598,2.184,0.000,-1.889
7.374,0.523,1.171,1.855,0.032,0.095,-0.017,455.780,3.690,-2.467,0.305,1.928,0.000,-2.145
7.628,0.499,1.149,1.610,-0.007,0.054,0.027,458.898,3.900,-1.079,0.351,1.678,0.000,-2.390
7.880,0.469,1.135,1.371,0.059,0.090,-0.013,461.910,3.402,-0.812,0.409,1.436,0.000,-2.629
8.133,0.442,1.124,1.152,0.062,0.099,-0.033,464.871,4.044,-0.293,0.297,1.198,0.000,-2.848
8.386,0.425,1.115,0.948,0.067,0.002,-0.179,467.421,4.021,-0.664,0.428,0.993,0.000,-3.052
8.639,0.413,1.105,0.782,0.068,0.091,-0.027,469.618,4.360,-0.323,0.411,0.817,0.000,-3.218
8.892,0.415,1.100,0.653,0.067,0.103,-0.034,471.355,4.067,-0.660,0.322,0.677,0.000,-3.347
9.145,0.426,1.093,0.576,0.050,0.098,-0.041,472.430,4.033,-1.003,0.146,0.591,0.000,-3.424
9.397,0.448,1.090,0.551,0.070,-0.058,-0.217,472.821,4.528,-0.746,0.282,0.559,0.000,-3.449
9.650,0.465,1.076,0.604,0.072,0.103,-0.023,472.428,4.213,-1.779,0.340,0.591,0.000,-3.396
9.903,0.489,1.068,0.699,0.051,0.101,-0.031,471.397,4.181,-2.393,0.295,0.674,0.000,-3.301
10.156,0.510,1.063,0.835,0.037,0.102,-0.033,469.835,4.855,-2.474,0.302,0.799,0.000,-3.165
10.409,0.522,1.057,1.002,0.032,0.103,-0.029,467.836,4.426,-2.319,0.304,0.960,0.000,-2.998
10.662,0.523,1.054,1.184,0.032,0.102,-0.021,465.596,4.441,-1.644,0.337,1.140,0.000,-2.816
10.914,0.514,1.055,1.375,0.049,0.103,-0.024,463.254,5.334,-1.247,0.360,1.328,0.000,-2.625
11.167,0.501,1.062,1.567,0.047,0.091,-0.015,460.852,4.627,-1.215,0.364,1.521,0.000,-2.433
11.420,0.489,1.077,1.756,0.049,0.096,-0.034,458.481,3.741,-0.407,0.198,1.711,0.000,-2.244
11.673,0.476,1.089,1.942,0.061,0.087,-0.054,456.254,3.794,-0.364,0.531,1.890,0.000,-2.058
11.926,0.467,1.093,2.110,0.061,0.083,-0.058,454.077,3.625,-0.717,0.372,2.065,0.000,-1.890
12.179,0.465,1.084,2.267,0.032,0.058,-0.009,452.099,3.927,-1.259,0.520,2.224,0.000,-1.733
12.431,0.459,1.068,2.401,0.041,0.103,-0.046,450.351,4.577,-1.620,0.387,2.365,0.000,-1.599
12.684,0.450,1.046,2.521,0.017,0.204,0.141,448.765,4.625,-1.767,0.486,2.492,0.000,-1.479
12.938,0.446,1.026,2.604,0.045,0.090,-0.018,447.598,5.605,-0.135,0.488,2.586,0.000,-1.396
13.191,0.444,1.015,2.665,0.029,0.046,0.034,446.706,5.859,-0.408,0.126,2.658,0.000,-1.335
13.444,0.441,1.016,2.708,0.046,0.154,0.087,446.161,5.392,-1.398,0.300,2.701,0.000,-1.292
13.698,0.450,1.022,2.712,0.045,-0.038,-0.331,445.994,4.432,-1.220,1.044,2.715,0.000,-1.288
13.952,0.455,1.038,2.717,0.033,-0.056,-0.315,445.940,3.589,-1.792,1.492,2.719,0.000,-1.283
14.205,0.446,1.042,2.709,0.009,0.252,0.163,446.048,2.853,-2.874,0.439,2.710,0.000,-1.291
14.459,0.445,1.035,2.663,0.042,0.118,-0.042,446.530,4.956,-1.747,0.099,2.672,0.000,-1.337
14.713,0.427,1.021,2.598,0.057,0.115,-0.021,447.264,5.357,-0.722,0.454,2.613,0.000,-1.402
14.966,0.421,1.011,2.518,0.077,0.011,-0.183,448.125,5.691,0.009,0.059,2.544,0.000,-1.482
15.219,0.420,1.006,2.439,0.066,0.113,-0.005,449.160,5.411,-0.744,0.243,2.460,0.000,-1.561
15.471,0.434,1.015,2.348,0.058,0.105,-0.004,450.273,5.114,-1.363,0.128,2.371,0.000,-1.652
15.724,0.454,1.028,2.254,0.052,0.106,-0.025,451.465,4.661,-1.569,0.100,2.275,0.000,-1.746
15.978,0.478,1.050,2.147,0.048,0.112,-0.036,452.689,3.897,-2.777,0.147,2.177,0.000,-1.853
16.231,0.497,1.066,2.045,-0.025,0.064,0.001,453.985,4.238,-2.357,0.510,2.073,0.000,-1.955
16.484,0.506,1.080,1.954,0.004,0.077,0.012,455.229,3.868,-2.098,0.319,1.973,0.000,-2.046
16.737,0.507,1.085,1.854,0.038,0.073,-0.008,456.397,3.963,-2.448,0.269,1.879,0.000,-2.146
16.990,0.504,1.083,1.754,0.041,0.024,-0.203,457.619,3.134,-2.907,0.318,1.781,0.000,-2.246
17.243,0.487,1.061,1.668,0.014,0.087,-0.023,458.783,5.250,-1.068,0.068,1.687,0.000,-2.332
17.541,0.465,1.027,1.568,0.067,0.114,-0.040,460.073,5.797,-1.045,0.119,1.584,0.000,-2.432
17.795,0.448,0.991,1.492,0.049,0.139,-0.000,461.035,6.447,-1.213,0.116,1.506,0.000,-2.508
18.047,0.439,0.958,1.417,0.054,0.113,-0.011,461.927,7.098,-1.188,0.086,1.435,0.000,-2.583
18.300,0.433,0.937,1.354,0.059,0.124,-0.014,462.753,6.914,-1.104,0.196,1.368,0.000,-2.646
18.553,0.432,0.929,1.291,0.062,0.118,-0.018,463.528,6.708,-0.935,0.259,1.306,0.000,-2.709
18.806,0.436,0.930,1.236,0.053,0.111,-0.017,464.226,6.459,-1.213,0.061,1.250,0.000,-2.764
19.059,0.443,0.941,1.190,0.055,0.113,-0.018,464.838,6.233,-1.546,0.127,1.201,0.000,-2.810
19.311,0.448,0.953,1.150,0.037,0.110,-0.020,465.351,5.694,-1.336,0.153,1.159,0.000,-2.850
19.564,0.449,0.966,1.120,0.036,0.108,-0.037,465.753,6.095,-1.070,0.346,1.127,0.000,-2.880
19.817,0.452,0.977,1.102,0.070,0.116,-0.039,466.020,5.715,-1.259,0.109,1.106,0.000,-2.898
20.070,0.456,0.981,1.098,0.072,0.123,-0.030,466.110,5.688,-1.577,0.062,1.098,0.000,-2.902
20.322,0.466,0.982,1.114,0.061,0.121,-0.045,465.986,5.568,-1.796,0.060,1.108,0.000,-2.886
20.575,0.477,0.978,1.144,0.044,0.124,-0.029,465.654,6.028,-1.937,-0.008,1.135,0.000,-2.856
20.828,0.486,0.972,1.183,0.015,0.099,0.021,465.184,6.020,-1.971,0.068,1.173,0.000,-2.817
21.081,0.486,0.968,1.236,0.041,0.127,-0.029,464.586,6.119,-2.093,-0.013,1.221,0.000,-2.764
21.334,0.484,0.966,1.292,0.044,0.134,-0.029,463.904,6.157,-2.127,0.007,1.276,0.000,-2.708
21.587,0.478,0.965,1.346,0.051,0.132,-0.038,463.170,5.967,-2.380,0.069,1.335,0.000,-2.654
21.839,0.473,0.967,1.390,0.057,0.010,-0.253,462.539,6.033,-1.356,0.195,1.385,0.000,-2.610
22.092,0.467,0.966,1.451,0.066,0.145,-0.028,461.845,5.930,-1.705,-0.298,1.441,0.000,-2.549
22.345,0.468,0.968,1.504,0.056,0.136,-0.030,461.202,5.876,-1.845,-0.205,1.493,0.000,-2.496
22.598,0.473,0.970,1.559,0.048,0.145,-0.030,460.534,5.758,-2.054,-0.176,1.547,0.000,-2.441
22.851,0.478,0.975,1.606,0.052,0.057,-0.154,459.896,5.715,-1.524,-0.204,1.598,0.000,-2.394
23.104,0.476,0.980,1.644,0.049,0.031,-0.179,459.374,5.820,-0.981,-0.117,1.640,0.000,-2.356
23.357,0.464,0.984,1.675,0.041,0.134,-0.030,458.999,5.668,-1.233,-0.087,1.670,0.000,-2.325
23.609,0.450,0.992,1.679,0.050,0.045,-0.158,458.843,5.792,-0.203,-0.177,1.682,0.000,-2.321
23.862,0.430,0.994,1.677,0.062,0.128,-0.036,458.879,5.832,-0.223,-0.085,1.680,0.000,-2.323
