Time, X, Y, Z, Pitch, Yaw, Roll, errorHeight, errorRoll, errorPitch, errorYaw, HLeadOut, HIntegralOut, HeightError
------------------------[Parameters]------------------------
HOVER_VALUE, ctrl_x->ref, ctrl_y->ref, ctrl_yaw->ref, ctrl_h->ref, ctrl_h->kp, ctrl_h->tau_i, ctrl_h->tau_d, ctrl_h->alpha, ctrl_vel_x->tau_i, ctrl_vel_x->tau_d, ctrl_vel_x->alpha
430.000, 0.195, 0.788, 0.074, 4.000, 12.589, 0.000, 0.745, 0.070, 0.000, 0.347, 0.300, 
------------------------[Parameters]------------------------
0.252,0.197,0.789,0.432,0.024,0.074,-0.014,474.923,-0.046,-0.101,0.012,0.432,0.000,-3.568
0.505,0.196,0.791,0.435,0.026,0.074,-0.010,474.895,-0.138,0.036,-0.002,0.434,0.000,-3.565
0.758,0.203,0.821,0.478,0.062,0.068,0.065,474.491,-1.275,-0.183,0.033,0.466,0.000,-3.522
1.008,0.211,0.888,0.619,0.039,0.054,0.024,473.002,-3.107,-0.254,0.161,0.584,0.000,-3.381
1.260,0.222,0.985,0.847,0.042,0.047,-0.017,470.360,-5.340,-0.457,0.271,0.794,0.000,-3.153
1.511,0.229,1.083,1.145,0.039,0.038,-0.064,466.769,-6.809,-0.451,0.380,1.079,0.000,-2.855
1.763,0.231,1.154,1.467,0.039,0.035,-0.087,462.650,-7.266,-0.359,0.437,1.407,0.000,-2.533
2.015,0.227,1.189,1.827,0.039,0.030,-0.106,458.390,-7.140,-0.174,0.495,1.745,0.000,-2.173
2.267,0.219,1.179,2.153,0.046,0.026,-0.099,454.231,-5.827,0.027,0.531,2.075,0.000,-1.847
2.518,0.207,1.130,2.463,0.044,0.027,-0.079,450.339,-4.051,0.221,0.538,2.384,0.000,-1.537
2.770,0.195,1.062,2.747,0.049,0.025,-0.051,446.534,-2.667,0.346,0.546,2.687,0.000,-1.253
3.022,0.183,0.982,3.027,0.053,0.025,-0.025,443.070,-1.246,0.498,0.563,2.962,0.000,-0.973
3.273,0.175,0.916,3.267,0.053,0.026,-0.007,439.877,-0.142,0.554,0.564,3.215,0.000,-0.733
3.525,0.171,0.866,3.491,0.051,0.023,0.006,437.060,-0.152,0.504,0.572,3.439,0.000,-0.509
3.777,0.169,0.841,3.671,0.044,0.018,-0.000,434.658,-0.204,0.404,0.587,3.630,0.000,-0.329
4.029,0.172,0.839,3.808,0.054,0.018,-0.007,432.801,-0.679,0.339,0.626,3.777,0.000,-0.192
4.280,0.179,0.853,3.905,0.055,0.017,-0.022,431.458,-1.401,0.082,0.654,3.884,0.000,-0.095
4.532,0.190,0.874,3.960,0.046,0.017,-0.042,430.641,-1.781,-0.134,0.660,3.949,0.000,-0.040
4.784,0.206,0.895,3.971,0.047,0.015,-0.054,430.357,-2.097,-0.472,0.670,3.972,0.000,-0.029
5.037,0.222,0.908,3.942,0.047,0.017,-0.053,430.619,-2.152,-0.750,0.650,3.951,0.000,-0.058
5.289,0.238,0.910,3.874,0.040,0.019,-0.058,431.383,-1.961,-0.989,0.649,3.890,0.000,-0.126
5.542,0.252,0.899,3.774,0.035,0.019,-0.062,432.536,-1.496,-1.167,0.653,3.799,0.000,-0.226
5.795,0.264,0.876,3.643,0.039,0.018,-0.053,434.122,-0.808,-1.424,0.628,3.673,0.000,-0.357
6.048,0.272,0.842,3.488,0.030,0.023,-0.045,436.010,-0.034,-1.438,0.593,3.523,0.000,-0.512
6.300,0.274,0.805,3.313,0.033,0.024,-0.034,438.174,0.534,-1.336,0.582,3.351,0.000,-0.687
6.553,0.268,0.770,3.127,0.036,0.027,-0.023,440.537,1.044,-1.028,0.562,3.163,0.000,-0.873
6.805,0.260,0.741,2.923,0.052,0.027,-0.018,443.092,1.406,-0.860,0.550,2.960,0.000,-1.077
7.058,0.250,0.720,2.692,0.054,0.029,-0.019,445.782,1.470,-0.700,0.540,2.746,0.000,-1.308
7.311,0.246,0.711,2.469,0.054,0.027,-0.030,448.563,1.397,-0.799,0.530,2.525,0.000,-1.531
7.563,0.249,0.708,2.240,0.061,0.028,-0.033,451.419,1.318,-0.921,0.541,2.299,0.000,-1.760
7.815,0.258,0.705,2.013,0.054,0.027,-0.041,454.322,1.366,-1.207,0.545,2.068,0.000,-1.987
8.068,0.272,0.701,1.795,0.049,0.023,-0.046,457.080,1.424,-1.643,0.566,1.849,0.000,-2.205
8.320,0.288,0.693,1.586,0.040,0.020,-0.044,459.728,1.683,-2.011,0.595,1.639,0.000,-2.414
8.573,0.300,0.682,1.393,0.034,0.019,-0.044,462.229,1.923,-1.993,0.611,1.440,0.000,-2.607
8.825,0.306,0.667,1.221,0.035,0.015,-0.049,464.476,2.224,-1.949,0.649,1.261,0.000,-2.779
9.077,0.303,0.649,1.083,0.030,0.015,-0.044,466.317,2.639,-1.643,0.671,1.115,0.000,-2.917
9.330,0.292,0.627,0.976,0.045,0.012,-0.043,467.746,2.947,-1.350,0.684,1.002,0.000,-3.024
9.582,0.279,0.603,0.898,0.053,0.012,-0.038,468.875,3.402,-1.105,0.701,0.912,0.000,-3.102
9.834,0.272,0.584,0.862,0.064,0.014,-0.019,469.436,3.641,-1.116,0.691,0.867,0.000,-3.138
10.086,0.273,0.574,0.870,0.059,0.013,-0.020,469.469,3.645,-1.278,0.713,0.865,0.000,-3.130
10.339,0.283,0.574,0.921,0.058,0.014,-0.017,468.937,3.306,-1.775,0.705,0.907,0.000,-3.079
10.592,0.296,0.583,1.005,0.048,0.016,-0.028,467.974,2.951,-2.039,0.689,0.984,0.000,-2.995
10.844,0.311,0.599,1.114,0.042,0.020,-0.031,466.664,2.543,-2.231,0.669,1.088,0.000,-2.886
11.097,0.322,0.615,1.240,0.036,0.018,-0.045,465.119,2.220,-2.364,0.641,1.210,0.000,-2.760
11.349,0.325,0.625,1.378,0.035,0.020,-0.053,463.429,2.248,-2.178,0.617,1.345,0.000,-2.622
11.602,0.322,0.624,1.524,0.043,0.024,-0.049,461.625,2.506,-2.011,0.608,1.488,0.000,-2.476
11.854,0.313,0.612,1.680,0.042,0.019,-0.060,459.717,2.974,-1.752,0.608,1.639,0.000,-2.320
12.106,0.302,0.591,1.832,0.044,0.021,-0.050,457.793,3.496,-1.489,0.598,1.792,0.000,-2.168
12.359,0.289,0.566,1.982,0.050,0.025,-0.033,455.912,4.013,-1.259,0.579,1.942,0.000,-2.018
12.611,0.277,0.544,2.127,0.058,0.024,-0.026,454.057,4.260,-1.109,0.577,2.089,0.000,-1.873
12.864,0.268,0.529,2.262,0.051,0.022,-0.023,452.336,4.356,-1.035,0.582,2.226,0.000,-1.738
13.116,0.262,0.523,2.384,0.045,0.022,-0.020,450.714,4.270,-1.012,0.607,2.355,0.000,-1.616
13.369,0.257,0.526,2.500,0.049,0.019,-0.023,449.257,4.003,-0.930,0.620,2.470,0.000,-1.500
13.621,0.252,0.537,2.601,0.051,0.017,-0.034,447.958,3.630,-0.871,0.640,2.574,0.000,-1.399
13.873,0.249,0.550,2.685,0.052,0.017,-0.040,446.830,3.435,-0.847,0.655,2.663,0.000,-1.315
14.125,0.248,0.560,2.750,0.050,0.014,-0.046,445.940,3.270,-0.829,0.668,2.734,0.000,-1.250
14.378,0.248,0.563,2.798,0.050,0.014,-0.055,445.262,3.450,-0.910,0.679,2.788,0.000,-1.202
14.630,0.250,0.556,2.826,0.050,0.015,-0.054,444.862,3.837,-0.956,0.678,2.819,0.000,-1.174
14.882,0.252,0.541,2.834,0.047,0.016,-0.048,444.680,4.447,-1.061,0.670,2.834,0.000,-1.166
15.134,0.255,0.519,2.822,0.049,0.017,-0.042,444.777,4.696,-1.133,0.657,2.826,0.000,-1.178
15.387,0.256,0.497,2.798,0.043,0.017,-0.037,445.058,5.092,-1.062,0.661,2.804,0.000,-1.202
15.642,0.257,0.475,2.753,0.048,0.017,-0.024,445.545,5.459,-1.097,0.652,2.765,0.000,-1.247
15.895,0.258,0.460,2.698,0.047,0.016,-0.020,446.214,5.471,-1.098,0.652,2.712,0.000,-1.302
16.147,0.258,0.454,2.626,0.050,0.018,-0.022,447.040,5.350,-1.115,0.644,2.646,0.000,-1.374
16.400,0.260,0.459,2.549,0.054,0.021,-0.016,447.993,5.035,-1.219,0.638,2.571,0.000,-1.451
16.652,0.264,0.471,2.461,0.048,0.020,-0.026,449.049,4.697,-1.289,0.633,2.487,0.000,-1.539
16.904,0.270,0.489,2.365,0.042,0.022,-0.038,450.244,4.139,-1.427,0.619,2.392,0.000,-1.635
17.157,0.273,0.504,2.255,0.044,0.023,-0.045,451.562,3.970,-1.468,0.588,2.287,0.000,-1.745
17.409,0.273,0.511,2.128,0.044,0.026,-0.053,453.117,4.124,-1.411,0.571,2.164,0.000,-1.872
17.662,0.273,0.509,1.993,0.049,0.028,-0.045,454.780,4.368,-1.336,0.555,2.032,0.000,-2.007
17.914,0.273,0.501,1.848,0.058,0.033,-0.027,456.578,4.665,-1.423,0.513,1.889,0.000,-2.152
18.166,0.278,0.492,1.703,0.059,0.033,-0.029,458.413,4.853,-1.585,0.474,1.743,0.000,-2.297
18.419,0.290,0.487,1.557,0.059,0.039,-0.027,460.328,4.780,-2.031,0.430,1.591,0.000,-2.443
18.671,0.303,0.484,1.422,0.039,0.041,-0.040,462.041,4.803,-2.178,0.376,1.455,0.000,-2.578
18.924,0.313,0.479,1.297,0.039,0.045,-0.036,463.655,4.836,-2.285,0.337,1.327,0.000,-2.703
19.176,0.316,0.473,1.180,0.035,0.048,-0.031,465.142,5.071,-2.207,0.310,1.209,0.000,-2.820
19.429,0.310,0.466,1.073,0.035,0.053,-0.028,466.527,5.137,-1.909,0.278,1.099,0.000,-2.927
19.681,0.296,0.458,0.977,0.039,0.052,-0.038,467.784,5.378,-1.493,0.266,0.999,0.000,-3.023
19.933,0.276,0.446,0.900,0.044,0.050,-0.041,468.807,5.661,-1.051,0.262,0.917,0.000,-3.100
20.186,0.254,0.433,0.842,0.051,0.052,-0.030,469.601,5.872,-0.758,0.246,0.854,0.000,-3.158
20.438,0.233,0.421,0.809,0.056,0.057,-0.021,470.098,6.041,-0.448,0.230,0.815,0.000,-3.191
20.691,0.217,0.414,0.809,0.063,0.055,-0.020,470.203,6.039,-0.335,0.240,0.807,0.000,-3.191
20.943,0.211,0.412,0.842,0.068,0.053,-0.018,469.886,5.937,-0.399,0.244,0.832,0.000,-3.158
21.196,0.218,0.416,0.914,0.073,0.051,-0.026,469.120,5.705,-0.789,0.239,0.893,0.000,-3.086
21.448,0.235,0.425,1.013,0.060,0.053,-0.028,467.980,5.455,-1.344,0.255,0.983,0.000,-2.987
21.701,0.257,0.434,1.129,0.047,0.055,-0.035,466.553,5.180,-1.886,0.257,1.096,0.000,-2.871
21.954,0.278,0.442,1.249,0.045,0.053,-0.026,465.020,5.125,-2.091,0.259,1.218,0.000,-2.751
22.206,0.297,0.450,1.387,0.039,0.051,-0.031,463.387,5.004,-2.266,0.264,1.348,0.000,-2.613
22.459,0.309,0.457,1.522,0.034,0.049,-0.039,461.675,4.963,-2.261,0.267,1.484,0.000,-2.478
22.711,0.312,0.462,1.654,0.037,0.048,-0.032,459.989,4.918,-2.132,0.293,1.618,0.000,-2.346
22.963,0.309,0.464,1.780,0.046,0.041,-0.041,458.380,5.005,-1.961,0.339,1.746,0.000,-2.220
23.216,0.302,0.462,1.896,0.048,0.038,-0.038,456.820,5.065,-1.741,0.387,1.870,0.000,-2.104
23.468,0.295,0.458,1.996,0.050,0.037,-0.036,455.538,5.232,-1.567,0.435,1.971,0.000,-2.004
23.721,0.289,0.452,2.081,0.054,0.033,-0.031,454.409,5.391,-1.490,0.476,2.061,0.000,-1.919
