Units are seconds, meters, and radians
Time, FPS, x, y, z, x_raw, y_raw, z_raw, pitch, yaw, roll
10.76, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0146, -0.0944, 0.0024
11.04, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0263, -0.0938, -0.0041
11.34, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0282, -0.0920, -0.0094
11.63, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0268, -0.0917, -0.0159
11.90, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0260, -0.0907, -0.0165
12.20, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0144, -0.0913, -0.0192
12.49, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0119, -0.0891, -0.0204
12.75, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0131, -0.0881, -0.0174
13.00, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0124, -0.0881, -0.0083
13.29, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0132, -0.0872, -0.0000
13.57, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0133, -0.0881, 0.0020
13.85, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0125, -0.0896, -0.0003
14.13, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0131, -0.0929, -0.0104
14.40, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0191, -0.0921, -0.0168
14.66, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0253, -0.0927, -0.0116
14.93, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0286, -0.0931, -0.0094
15.22, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0211, -0.0921, -0.0126
15.52, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0127, -0.0910, -0.0147
15.77, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0022, -0.0918, -0.0171
16.07, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0063, -0.0938, -0.0153
16.33, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0028, -0.0927, -0.0064
16.64, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0119, -0.0965, -0.0044
16.94, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0274, -0.0953, -0.0047
17.25, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0304, -0.0935, -0.0069
17.55, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0261, -0.0940, -0.0071
17.84, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0283, -0.0950, -0.0151
18.13, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0170, -0.0930, -0.0153
18.43, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0169, -0.0948, -0.0106
18.71, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0148, -0.0962, -0.0070
18.99, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0102, -0.0960, 0.0044
19.28, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0049, -0.0986, 0.0047
19.57, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0199, -0.0981, 0.0062
19.85, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0171, -0.1008, -0.0088
20.15, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0183, -0.1012, -0.0128
20.44, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0139, -0.1021, -0.0227
20.72, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0079, -0.1023, -0.0255
21.00, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0147, -0.1045, -0.0252
21.28, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0190, -0.1049, -0.0197
21.57, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0144, -0.1073, -0.0109
21.84, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0230, -0.1082, 0.0155
22.13, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0121, -0.1091, 0.0056
22.44, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0196, -0.1080, -0.0026
22.72, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0247, -0.1069, -0.0077
23.01, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0171, -0.1067, -0.0140
23.30, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0153, -0.1057, -0.0246
23.57, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0095, -0.1022, -0.0188
23.85, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0085, -0.1007, -0.0193
24.12, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0074, -0.1016, -0.0120
24.42, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0120, -0.0996, -0.0066
24.72, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0149, -0.1004, 0.0029
25.00, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0218, -0.0982, -0.0086
25.29, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0230, -0.0961, -0.0083
25.59, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0215, -0.0948, -0.0145
25.88, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0165, -0.0917, -0.0146
26.16, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0177, -0.0894, -0.0196
26.43, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0147, -0.0879, -0.0110
26.71, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0167, -0.0884, -0.0133
26.99, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0142, -0.0856, -0.0074
27.24, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0189, -0.0856, -0.0028
27.51, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0191, -0.0841, -0.0035
27.81, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0214, -0.0833, -0.0067
28.06, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0183, -0.0849, -0.0068
28.33, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0203, -0.0815, -0.0082
28.62, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0230, -0.0842, -0.0192
28.92, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0169, -0.0836, -0.0199
29.21, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0193, -0.0850, -0.0164
29.52, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0232, -0.0862, -0.0191
29.79, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0213, -0.0865, -0.0126
30.06, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0169, -0.0837, -0.0044
30.37, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0180, -0.0850, -0.0013
30.62, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0225, -0.0835, -0.0007
30.93, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0224, -0.0827, -0.0030
31.26, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0207, -0.0803, -0.0061
31.54, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0133, -0.0788, -0.0086
31.79, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0159, -0.0792, -0.0083
32.06, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0146, -0.0785, -0.0109
32.34, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0182, -0.0759, -0.0102
32.61, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0147, -0.0755, -0.0237
32.87, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0119, -0.0733, -0.0180
33.12, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0099, -0.0717, -0.0203
33.38, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0140, -0.0709, -0.0195
33.68, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0135, -0.0699, -0.0167
33.98, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0133, -0.0711, -0.0102
34.24, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0155, -0.0719, -0.0023
34.57, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0227, -0.0746, 0.0043
34.87, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0326, -0.0728, 0.0038
35.16, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0352, -0.0728, 0.0049
35.44, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0372, -0.0709, 0.0074
35.75, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0327, -0.0732, 0.0065
36.00, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0143, -0.0711, 0.0105
36.28, 15, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0186, -0.0725, -0.0003
36.55, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0152, -0.0717, -0.0147
36.82, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0092, -0.0716, -0.0165
37.11, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0268, -0.0726, -0.0172
37.40, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0408, -0.0727, -0.0125
37.69, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0310, -0.0727, -0.0063
37.98, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0240, -0.0726, 0.0053
38.27, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0132, -0.0755, 0.0045
38.56, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0136, -0.0759, 0.0022
38.86, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0222, -0.0750, 0.0035
39.16, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0213, -0.0774, -0.0069
39.46, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0161, -0.0771, -0.0114
39.76, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0156, -0.0786, -0.0184
40.03, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0260, -0.0781, -0.0143
40.32, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0209, -0.0819, -0.0120
40.59, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0224, -0.0794, -0.0113
40.88, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0220, -0.0821, -0.0151
41.15, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0080, -0.0826, -0.0137
41.41, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0082, -0.0840, -0.0129
41.70, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0150, -0.0875, -0.0135
42.00, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0184, -0.0898, -0.0151
42.30, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0232, -0.0905, -0.0179
42.59, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0285, -0.0900, -0.0203
42.87, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0257, -0.0900, -0.0187
43.15, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0227, -0.0893, -0.0132
43.43, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0161, -0.0910, -0.0119
43.72, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0103, -0.0914, -0.0135
44.00, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0127, -0.0933, -0.0148
44.29, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0143, -0.0910, -0.0125
44.59, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0141, -0.0898, -0.0120
44.89, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0044, -0.0872, -0.0129
45.20, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0118, -0.0892, -0.0152
45.49, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0154, -0.0889, -0.0083
45.79, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0135, -0.0857, -0.0065
46.10, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0139, -0.0886, -0.0126
46.39, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0189, -0.0905, -0.0116
46.67, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0244, -0.0938, -0.0110
46.97, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0238, -0.0998, -0.0155
47.27, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0258, -0.1032, -0.0184
47.55, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0216, -0.1050, -0.0207
47.83, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0186, -0.1084, -0.0208
48.14, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0039, -0.1079, -0.0164
48.40, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0071, -0.1116, -0.0167
48.70, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0067, -0.1144, -0.0124
48.99, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0128, -0.1143, -0.0176
49.25, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0129, -0.1176, -0.0290
49.51, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0112, -0.1159, -0.0285
49.79, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0636, -0.1297, -0.1192
50.07, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0824, -0.1494, -0.1310
50.36, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0658, -0.1633, -0.0712
50.64, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0637, -0.1825, -0.0232
50.93, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0520, -0.1918, -0.0017
51.22, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0400, -0.1976, 0.0330
51.49, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0317, -0.1822, 0.0239
51.77, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0371, -0.1559, 0.0223
52.05, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0488, -0.1247, 0.0295
52.33, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0607, -0.0801, 0.0363
52.64, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0536, -0.0016, 0.0204
52.89, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0369, 0.0300, 0.0046
53.15, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0226, 0.0348, -0.0130
53.41, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0204, 0.0303, -0.0318
53.66, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0626, 0.0226, -0.0520
53.93, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0967, 0.0152, -0.0495
54.20, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0944, 0.0091, -0.0349
54.46, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0864, 0.0082, -0.0206
54.75, 16, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0693, 0.0243, -0.0028
55.03, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0555, 0.0105, 0.0192
55.30, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0171, 0.0016, 0.0557
55.57, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0105, -0.0007, 0.0433
55.85, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0307, 0.0002, 0.0395
56.12, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0407, 0.0009, 0.0424
56.41, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0329, -0.0017, 0.0361
56.68, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0463, 0.0029, 0.0393
56.97, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0398, 0.0017, 0.0277
57.24, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0377, -0.0005, 0.0207
57.52, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0506, -0.0089, 0.0132
57.79, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0501, -0.0112, 0.0173
58.08, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0501, -0.0096, 0.0095
58.35, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0464, 0.0070, 0.0056
58.63, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0522, 0.0301, 0.0032
58.91, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0603, 0.0500, 0.0029
59.17, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0663, 0.0599, -0.0050
59.45, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0621, 0.0551, -0.0214
59.72, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0309, 0.0484, -0.0486
59.99, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0103, 0.0433, -0.0612
60.28, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0049, 0.0408, -0.0414
60.58, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0058, 0.0338, -0.0388
60.86, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0054, 0.0264, -0.0390
61.15, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0088, 0.0219, -0.0309
61.45, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0063, 0.0141, -0.0393
61.74, 18, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0107, 0.0120, -0.0367
62.04, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0146, 0.0079, -0.0428
62.31, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, -0.0265, 0.0046, -0.0388
62.59, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0231, -0.0016, 0.0323
62.87, 17, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0987, -0.0002, 0.0791
63.15, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0790, -0.0122, 0.0410
63.43, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0575, -0.0237, -0.0322
63.71, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0583, -0.0078, 0.0327
64.00, 19, 0.0568, -0.1155, -2.0413, 0.0245, -0.1207, -2.0416, 0.0102, -0.0095, 0.0055
