Time, FPS, x, y, z, x_raw, y_raw, z_raw, pitch, yaw, roll
4.86, 32, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0109, -0.0902, -0.0127
5.12, 32, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0086, -0.0885, -0.0037
5.39, 32, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0168, -0.0902, -0.0047
5.66, 32, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0146, -0.0907, -0.0044
5.93, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0118, -0.0889, -0.0067
6.22, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0176, -0.0885, -0.0170
6.48, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0169, -0.0932, -0.0092
6.74, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0110, -0.0965, -0.0002
6.99, 33, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0138, -0.0949, 0.0038
7.24, 33, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0203, -0.0930, -0.0007
7.51, 33, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0130, -0.0927, -0.0121
7.76, 33, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0156, -0.0918, -0.0200
8.05, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0116, -0.0858, 0.0097
8.31, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0232, -0.0887, -0.0079
8.57, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0229, -0.0853, -0.0159
8.84, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0133, -0.0810, -0.0174
9.11, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0020, -0.0789, -0.0008
9.38, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0143, -0.0793, 0.0036
9.64, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0304, -0.0796, 0.0035
9.90, 35, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0226, -0.0807, -0.0144
10.17, 35, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0143, -0.0882, -0.0100
10.45, 35, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0201, -0.0881, -0.0057
10.72, 35, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0194, -0.0907, -0.0077
10.99, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0134, -0.0919, -0.0006
11.26, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0192, -0.0959, -0.0014
11.52, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0130, -0.0901, 0.0067
11.78, 34, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0101, -0.0907, -0.0014
12.04, 35, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0151, -0.0895, -0.0148
12.30, 35, 0.0971, -0.1534, -2.0920, 0.0733, -0.1628, -2.0922, 0.0185, -0.0907, -0.0139
12.55,,,,,,,,,,
