Time, FPS, x, y, z, x_raw, y_raw, z_raw, pitch, yaw, roll
6.53, 16, 0.0710, -0.1543, -1.1880, 0.0429, -0.1704, -1.1871, 0.0114, -0.0898, -0.0092
6.80, 16, 0.0677, -0.1632, -1.1948, 0.0408, -0.1775, -1.1940, 0.0099, -0.0882, -0.0080
7.06, 16, 0.0680, -0.1645, -1.2201, 0.0351, -0.1828, -1.2188, 0.0137, -0.0932, -0.0111
7.32, 16, 0.0657, -0.1678, -1.2477, 0.0315, -0.1863, -1.2464, 0.0146, -0.0903, -0.0113
7.57, 16, 0.0643, -0.1690, -1.2472, 0.0269, -0.1875, -1.2460, 0.0170, -0.0906, -0.0115
7.83, 16, 0.0658, -0.1706, -1.2598, 0.0257, -0.1941, -1.2578, 0.0180, -0.0953, -0.0152
8.14, 16, 0.0741, -0.1789, -1.2739, 0.0336, -0.2077, -1.2712, 0.0168, -0.0987, -0.0184
8.41, 16, 0.0762, -0.0718, -1.3351, 0.0128, -0.1563, -1.3300, 0.0367, -0.0984, -0.0486
8.70, 17, 0.0762, -0.0718, -1.3351, 0.0128, -0.1563, -1.3300, 0.0211, -0.1004, -0.0386
8.98, 17, 0.0913, -0.1771, -1.3994, 0.0465, -0.2401, -1.3922, 0.0118, -0.0957, -0.0194
9.26, 17, 0.0913, -0.1771, -1.3994, 0.0465, -0.2401, -1.3922, 0.0117, -0.0950, 0.0200
9.56, 17, 0.1434, -0.4251, -1.4227, 0.0870, -0.4141, -1.4305, 0.0117, -0.0944, 0.0153
9.84, 18, 0.1434, -0.4251, -1.4227, 0.0870, -0.4141, -1.4305, 0.0114, -0.0967, 0.0653
10.09, 18, 0.1434, -0.4251, -1.4227, 0.0870, -0.4141, -1.4305, 0.0138, -0.0918, 0.0517
10.38, 18, 0.1434, -0.4251, -1.4227, 0.0870, -0.4141, -1.4305, 0.0156, -0.0873, 0.0259
10.67, 17, 0.1434, -0.4251, -1.4227, 0.0870, -0.4141, -1.4305, 0.0221, -0.0866, -0.0029
10.96, 17, 0.1807, -0.3334, -1.4986, 0.1204, -0.3742, -1.4950, 0.0203, -0.0859, -0.0206
11.26, 17, 0.1807, -0.3334, -1.4986, 0.1204, -0.3742, -1.4950, 0.0094, -0.0811, -0.0460
11.57, 17, 0.1910, -0.2084, -1.5169, 0.1602, -0.2922, -1.5066, 0.0117, -0.0810, -0.0436
11.86, 17, 0.1910, -0.2084, -1.5169, 0.1602, -0.2922, -1.5066, 0.0129, -0.0799, -0.0569
12.16, 17, 0.1910, -0.2084, -1.5169, 0.1602, -0.2922, -1.5066, 0.0139, -0.0793, -0.0339
12.44, 17, 0.1910, -0.2084, -1.5169, 0.1602, -0.2922, -1.5066, 0.0136, -0.0755, -0.0112
12.73, 18, 0.1910, -0.2084, -1.5169, 0.1602, -0.2922, -1.5066, 0.0146, -0.0722, 0.0008
13.02, 18, 0.1910, -0.2084, -1.5169, 0.1602, -0.2922, -1.5066, 0.0172, -0.0730, 0.0015
13.33, 18, 0.1910, -0.2084, -1.5169, 0.1602, -0.2922, -1.5066, 0.0221, -0.0731, -0.0057
13.59, 18, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0151, -0.0727, 0.0050
13.86, 17, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0050, -0.0705, 0.0453
14.16, 17, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0017, -0.0693, 0.0424
14.46, 17, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0111, -0.0651, 0.0416
14.75, 17, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0145, -0.0671, 0.0114
15.03, 17, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0199, -0.0655, -0.0111
15.33, 17, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0243, -0.0633, -0.0253
15.64, 17, 0.2565, -0.5675, -1.5605, 0.1840, -0.5788, -1.5666, 0.0246, -0.0608, -0.0245
15.89, 17, 0.2814, -0.4379, -1.6974, 0.2125, -0.4927, -1.6924, 0.0182, -0.0610, -0.0196
16.19, 17, 0.2814, -0.4379, -1.6974, 0.2125, -0.4927, -1.6924, 0.0092, -0.0589, -0.0440
16.49, 17, 0.3117, -0.4227, -1.7445, 0.2743, -0.4879, -1.7337, 0.0064, -0.0577, -0.0278
16.80, 17, 0.3201, -0.4535, -1.7423, 0.2727, -0.5106, -1.7345, 0.0073, -0.0598, -0.0186
17.11, 17, 0.3201, -0.4535, -1.7423, 0.2727, -0.5106, -1.7345, -0.0024, -0.0587, -0.0030
17.41, 17, 0.3201, -0.4535, -1.7423, 0.2727, -0.5106, -1.7345, 0.0028, -0.0590, 0.0029
17.72, 17, 0.3201, -0.4535, -1.7423, 0.2727, -0.5106, -1.7345, 0.0144, -0.0583, 0.0052
18.03, 17, 0.3201, -0.4535, -1.7423, 0.2727, -0.5106, -1.7345, 0.0171, -0.0567, -0.0002
18.29, 17, 0.2946, -0.5858, -1.6931, 0.2291, -0.6044, -1.6968, 0.0181, -0.0570, 0.0020
18.58, 17, 0.2946, -0.5858, -1.6931, 0.2291, -0.6044, -1.6968, 0.0291, -0.0556, 0.0298
18.89, 17, 0.2946, -0.5858, -1.6931, 0.2291, -0.6044, -1.6968, 0.0208, -0.0544, 0.0133
19.21, 17, 0.2946, -0.5858, -1.6931, 0.2291, -0.6044, -1.6968, 0.0188, -0.0524, 0.0024
19.46, 17, 0.2946, -0.5858, -1.6931, 0.2291, -0.6044, -1.6968, 0.0125, -0.0480, -0.0029
19.76, 17, 0.2859, -0.4937, -1.6493, 0.2328, -0.5226, -1.6488, 0.0174, -0.0481, -0.0100
20.02, 17, 0.2802, -0.4782, -1.6149, 0.2279, -0.5096, -1.6135, 0.0135, -0.0461, -0.0128
20.31, 17, 0.2802, -0.4782, -1.6149, 0.2279, -0.5096, -1.6135, 0.0162, -0.0447, -0.0370
20.62, 17, 0.2802, -0.4782, -1.6149, 0.2279, -0.5096, -1.6135, 0.0172, -0.0412, -0.0265
20.93, 17, 0.2802, -0.4782, -1.6149, 0.2279, -0.5096, -1.6135, 0.0179, -0.0392, -0.0111
21.18, 17, 0.2802, -0.4782, -1.6149, 0.2279, -0.5096, -1.6135, 0.0143, -0.0382, -0.0043
21.44, 17, 0.2802, -0.4782, -1.6149, 0.2279, -0.5096, -1.6135, 0.0140, -0.0362, -0.0023
21.69, 17, 0.2802, -0.4782, -1.6149, 0.2279, -0.5096, -1.6135, 0.0154, -0.0356, 0.0021
21.96, 17, 0.3092, -0.5398, -1.6209, 0.2630, -0.5497, -1.6257, 0.0166, -0.0353, 0.0001
22.22, 16, 0.3092, -0.5398, -1.6209, 0.2630, -0.5497, -1.6257, 0.0200, -0.0334, 0.0010
22.48, 16, 0.3208, -0.5871, -1.6920, 0.2793, -0.5880, -1.6990, 0.0120, -0.0327, 0.0079
22.75, 16, 0.3136, -0.5833, -1.6055, 0.2831, -0.5697, -1.6160, 0.0077, -0.0314, 0.0142
23.06, 16, 0.3136, -0.5833, -1.6055, 0.2831, -0.5697, -1.6160, 0.0108, -0.0306, 0.0143
23.37, 16, 0.3136, -0.5833, -1.6055, 0.2831, -0.5697, -1.6160, 0.0116, -0.0312, 0.0067
23.68, 16, 0.3136, -0.5833, -1.6055, 0.2831, -0.5697, -1.6160, 0.0122, -0.0279, 0.0000
23.98, 16, 0.3065, -0.4795, -1.6722, 0.2685, -0.5037, -1.6717, 0.0151, -0.0299, -0.0120
24.28, 17, 0.3065, -0.4795, -1.6722, 0.2685, -0.5037, -1.6717, 0.0175, -0.0298, -0.0309
24.59, 17, 0.2984, -0.3858, -1.6690, 0.2534, -0.4390, -1.6633, 0.0227, -0.0285, -0.0258
24.88, 17, 0.2984, -0.3858, -1.6690, 0.2534, -0.4390, -1.6633, 0.0212, -0.0263, -0.0450
25.19, 17, 0.2840, -0.3320, -1.6458, 0.2407, -0.4106, -1.6350, 0.0186, -0.0251, -0.0329
25.47, 17, 0.2840, -0.3320, -1.6458, 0.2407, -0.4106, -1.6350, 0.0182, -0.0269, -0.0291
25.76, 17, 0.2840, -0.3320, -1.6458, 0.2407, -0.4106, -1.6350, 0.0187, -0.0274, -0.0145
26.04, 17, 0.2840, -0.3320, -1.6458, 0.2407, -0.4106, -1.6350, 0.0149, -0.0276, -0.0055
26.33, 18, 0.2840, -0.3320, -1.6458, 0.2407, -0.4106, -1.6350, 0.0211, -0.0283, -0.0035
26.64, 18, 0.2840, -0.3320, -1.6458, 0.2407, -0.4106, -1.6350, 0.0188, -0.0290, -0.0084
26.95, 18, 0.2789, -0.6571, -1.5822, 0.2303, -0.6756, -1.5822, 0.0163, -0.0293, -0.0136
27.24, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0202, -0.0318, 0.0024
27.53, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0092, -0.0348, 0.0054
27.84, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0043, -0.0353, 0.0045
28.09, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0102, -0.0329, 0.0087
28.39, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0130, -0.0358, 0.0063
28.70, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0230, -0.0366, 0.0020
29.00, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0240, -0.0363, 0.0027
29.30, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0240, -0.0388, -0.0009
29.61, 17, 0.2834, -0.6860, -1.6432, 0.2367, -0.7101, -1.6404, 0.0156, -0.0372, 0.0025
29.91, 17, 0.2138, -0.8371, -1.6638, 0.1597, -0.8401, -1.6683, 0.0183, -0.0380, -0.0040
30.21, 17, 0.2138, -0.8371, -1.6638, 0.1597, -0.8401, -1.6683, 0.0314, -0.0387, -0.0061
30.51, 17, 0.2050, -0.8402, -1.7377, 0.1227, -0.8449, -1.7432, 0.0331, -0.0352, -0.0036
30.80, 17, 0.2050, -0.8402, -1.7377, 0.1227, -0.8449, -1.7432, 0.0297, -0.0354, -0.0087
31.10, 17, 0.2050, -0.8402, -1.7377, 0.1227, -0.8449, -1.7432, 0.0191, -0.0357, -0.0099
31.40, 17, 0.2050, -0.8402, -1.7377, 0.1227, -0.8449, -1.7432, 0.0134, -0.0356, -0.0134
31.65, 17, 0.2050, -0.8402, -1.7377, 0.1227, -0.8449, -1.7432, 0.0160, -0.0378, -0.0215
31.96, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0191, -0.0373, -0.0266
32.25, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0194, -0.0359, -0.0173
32.56, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0201, -0.0379, -0.0208
32.82, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0680, -0.0461, -0.1396
33.10, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0757, -0.0435, -0.1194
33.36, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0455, -0.0483, -0.0699
33.65, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0031, -0.0477, -0.0153
33.92, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0210, -0.0516, -0.0127
34.19, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0192, -0.0543, -0.0153
34.46, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0006, -0.0574, -0.0061
34.76, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0193, -0.0636, -0.0068
35.03, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0374, -0.0678, -0.0144
35.31, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0476, -0.0709, -0.0077
35.59, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0297, -0.0744, -0.0065
35.86, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0219, -0.0757, 0.0025
36.14, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0080, -0.0764, -0.0038
36.43, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0163, -0.0794, -0.0071
36.72, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0056, -0.0804, -0.0003
36.99, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0117, -0.0848, 0.0008
37.28, 19, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0127, -0.0858, 0.0013
37.61, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0112, -0.0862, 0.0046
37.87, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0100, -0.0860, 0.0025
38.17, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0098, -0.0888, 0.0006
38.48, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0297, -0.0908, 0.0057
38.79, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0406, -0.0905, 0.0028
39.10, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0097, -0.0870, 0.0050
39.40, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0312, -0.0897, -0.0001
39.72, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0254, -0.0890, -0.0055
40.03, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0109, -0.0872, 0.0003
40.28, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0080, -0.0849, 0.0029
40.58, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0297, -0.0827, 0.0023
40.84, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0371, -0.0810, 0.0083
41.09, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0376, -0.0794, 0.0047
41.40, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0267, -0.0783, 0.0110
41.71, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0218, -0.0747, 0.0110
42.01, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0100, -0.0742, 0.0095
42.32, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0045, -0.0744, 0.0089
42.61, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0097, -0.0729, 0.0046
42.91, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0090, -0.0738, -0.0053
43.21, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0109, -0.0716, -0.0074
43.51, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0193, -0.0686, -0.0024
43.82, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0260, -0.0694, -0.0187
44.12, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0254, -0.0679, -0.0302
44.37, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0243, -0.0669, -0.0326
44.67, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0123, -0.0666, -0.0433
44.93, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0082, -0.0653, -0.0391
45.18, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0060, -0.0639, -0.0332
45.43, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0083, -0.0644, -0.0301
45.69, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0161, -0.0643, -0.0181
45.95, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0233, -0.0629, -0.0109
46.20, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0293, -0.0650, -0.0097
46.46, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0272, -0.0642, -0.0114
46.71, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0143, -0.0622, -0.0108
46.96, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0074, -0.0649, -0.0173
47.28, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0071, -0.0641, -0.0168
47.54, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0088, -0.0613, -0.0201
47.79, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0133, -0.0612, -0.0171
48.10, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0183, -0.0610, -0.0097
48.36, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0178, -0.0624, -0.0121
48.62, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0170, -0.0620, -0.0125
48.87, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0207, -0.0594, -0.0105
49.14, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0193, -0.0598, -0.0091
49.40, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0127, -0.0602, -0.0124
49.65, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0103, -0.0604, -0.0192
49.94, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0082, -0.0576, -0.0181
50.21, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0178, -0.0580, -0.0182
50.47, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0173, -0.0608, -0.0057
50.73, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0205, -0.0583, 0.0006
50.99, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0218, -0.0609, -0.0110
51.24, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0246, -0.0620, -0.0134
51.51, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0285, -0.0615, -0.0111
51.76, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0250, -0.0587, -0.0131
52.02, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0184, -0.0607, -0.0159
52.28, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0131, -0.0618, -0.0147
52.60, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0123, -0.0620, -0.0138
52.85, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0102, -0.0610, -0.0125
53.10, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0119, -0.0628, -0.0185
53.36, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0116, -0.0629, -0.0177
53.65, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0119, -0.0615, -0.0199
53.93, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0119, -0.0615, -0.0199
54.20, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0101, -0.0608, -0.0116
54.46, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0110, -0.0601, -0.0121
54.72, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0126, -0.0612, -0.0131
55.00, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0785, -0.0880, -0.1855
55.28, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0559, -0.0871, -0.1213
55.57, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0559, -0.0871, -0.1213
55.87, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0163, -0.1044, 0.0055
56.18, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0089, -0.1251, 0.0113
56.44, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0086, -0.1341, 0.0304
56.70, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0132, -0.0990, 0.0410
56.95, 18, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0076, -0.0245, 0.0446
57.21, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0038, 0.0576, 0.0537
57.48, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0098, 0.0838, 0.0520
57.77, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0098, 0.0838, 0.0520
58.05, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0088, 0.0716, 0.0108
58.34, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0024, 0.0829, 0.0238
58.60, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0005, 0.1057, 0.0544
58.85, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0014, 0.1107, 0.0570
59.11, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0463, 0.1147, -0.0427
59.36, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0302, 0.1066, -0.0568
59.62, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0069, 0.1054, -0.0257
59.87, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0047, 0.1084, -0.0198
60.12, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0027, 0.1068, -0.0077
60.43, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0024, 0.0957, -0.0145
60.74, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0034, 0.0914, -0.0070
61.04, 16, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0106, 0.0778, -0.0079
61.31, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0070, 0.0924, -0.0124
61.59, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0000, 0.1203, -0.0024
61.86, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0042, 0.1385, 0.0035
62.15, 17, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0042, 0.1515, 0.0048
62.41, 15, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0063, 0.1582, 0.0099
62.68, 15, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0031, 0.1646, 0.0184
62.93, 15, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0048, 0.1704, 0.0176
63.23, 15, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0059, 0.1739, 0.0067
63.51, 15, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0236, 0.1774, 0.0018
63.79, 15, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, 0.0475, 0.1801, -0.0048
64.05, 15, 0.2337, -0.7168, -1.6753, 0.1741, -0.7687, -1.6595, -0.0257, 0.1793, -0.0050
