Time, FPS, x, y, z, x_raw, y_raw, z_raw, pitch, yaw, roll
5.09, 25, 0.1068, 0.1155, -1.1211, 0.0969, 0.0893, -1.1243, 0.0161, -0.0799, -0.0161
5.34, 25, 0.1133, 0.2637, -1.1034, 0.0963, 0.1600, -1.1248, 0.0441, -0.0813, -0.0608
5.61, 25, 0.1133, 0.2637, -1.1034, 0.0963, 0.1600, -1.1248, 0.0265, -0.0805, -0.0036
5.90, 25, 0.1133, 0.2637, -1.1034, 0.0963, 0.1600, -1.1248, -0.0108, -0.0805, 0.0410
6.17, 25, 0.2344, -0.2499, -1.1272, 0.2331, -0.2230, -1.1331, -0.0124, -0.0793, 0.0380
6.43, 30, 0.2610, -0.2055, -1.1700, 0.2369, -0.2186, -1.1727, 0.0059, -0.0810, 0.0060
6.68, 30, 0.2607, -0.1741, -1.1717, 0.2231, -0.2016, -1.1750, 0.0199, -0.0761, -0.0077
6.95, 30, 0.2625, -0.1734, -1.1780, 0.2277, -0.2050, -1.1802, 0.0174, -0.0755, -0.0111
7.21, 30, 0.2745, -0.2009, -1.2074, 0.2434, -0.2327, -1.2083, 0.0120, -0.0763, -0.0100
7.52, 25, 0.2849, -0.2447, -1.2032, 0.2526, -0.2667, -1.2057, 0.0104, -0.0774, -0.0010
7.78, 25, 0.2908, -0.2856, -1.2148, 0.2492, -0.2969, -1.2213, 0.0158, -0.0765, 0.0077
8.04, 25, 0.2974, -0.3174, -1.2278, 0.2552, -0.3231, -1.2358, 0.0150, -0.0739, 0.0119
8.33, 25, 0.2943, -0.3043, -1.2078, 0.2556, -0.3187, -1.2129, 0.0041, -0.0773, -0.0014
8.59, 25, 0.2943, -0.3043, -1.2078, 0.2556, -0.3187, -1.2129, 0.0089, -0.0786, -0.0008
8.85, 25, 0.3002, -0.2956, -1.1907, 0.2522, -0.3268, -1.1937, 0.0194, -0.0798, -0.0077
9.11, 25, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0114, -0.0787, -0.0026
9.37, 26, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0158, -0.0780, 0.0025
9.66, 26, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0107, -0.0796, 0.0008
9.92, 26, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0147, -0.0809, -0.0012
10.17, 26, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0154, -0.0782, -0.0014
10.44, 27, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0207, -0.0770, -0.0064
10.71, 27, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0118, -0.0768, -0.0070
10.97, 27, 0.3018, -0.3097, -1.2095, 0.2563, -0.3385, -1.2123, 0.0348, -0.0857, -0.0817
11.23, 27, 0.3358, -0.0861, -1.2385, 0.2547, -0.2836, -1.2284, 0.0279, -0.0977, -0.0163
11.49, 29, 0.3358, -0.0861, -1.2385, 0.2547, -0.2836, -1.2284, 0.0037, -0.1107, 0.0237
11.76, 29, 0.3358, -0.0861, -1.2385, 0.2547, -0.2836, -1.2284, 0.0121, -0.1260, 0.0216
12.05, 29, 0.3358, -0.0861, -1.2385, 0.2547, -0.2836, -1.2284, 0.0147, -0.1374, 0.0145
12.32, 29, 0.3358, -0.0861, -1.2385, 0.2547, -0.2836, -1.2284, 0.0152, -0.1401, 0.0134
12.57, 27, 0.3358, -0.0861, -1.2385, 0.2547, -0,,,,
