Time, FPS, x, y, z, x_raw, y_raw, z_raw, pitch, yaw, roll
10.99, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0003, -0.0259, 0.0067
11.28, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0162, -0.0228, 0.0020
11.60, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0298, -0.0240, -0.0151
11.92, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0389, -0.0253, -0.0225
12.22, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0423, -0.0279, -0.0299
12.52, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0270, -0.0265, -0.0271
12.83, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0146, -0.0268, -0.0235
13.12, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0139, -0.0250, -0.0149
13.39, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0131, -0.0265, -0.0172
13.69, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0147, -0.0274, -0.0185
13.97, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0133, -0.0275, -0.0205
14.28, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0175, -0.0263, -0.0238
14.59, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0209, -0.0258, -0.0264
14.90, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0223, -0.0221, -0.0182
15.20, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0178, -0.0253, -0.0219
15.49, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0143, -0.0233, -0.0181
15.79, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0200, -0.0249, -0.0154
16.10, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0114, -0.0247, -0.0118
16.40, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0052, -0.0232, 0.0301
16.71, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0012, -0.0250, 0.0501
17.03, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0006, -0.0232, 0.0564
17.35, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0078, -0.0230, 0.0511
17.69, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0138, -0.0234, 0.0296
18.02, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0130, -0.0267, 0.0081
18.31, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0151, -0.0257, -0.0024
18.62, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0135, -0.0233, -0.0088
18.92, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0202, -0.0244, -0.0157
19.24, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0260, -0.0236, -0.0203
19.55, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0331, -0.0261, -0.0273
19.87, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0271, -0.0260, -0.0295
20.19, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0238, -0.0315, -0.0383
20.51, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0202, -0.0286, -0.0212
20.80, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0155, -0.0282, 0.0068
21.11, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0061, -0.0302, 0.0389
21.44, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0005, -0.0331, 0.0421
21.76, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0055, -0.0370, 0.0383
22.07, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0002, -0.0373, 0.0335
22.39, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0042, -0.0366, 0.0391
22.69, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0038, -0.0375, 0.0316
22.99, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0081, -0.0351, 0.0323
23.28, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0076, -0.0371, 0.0253
23.59, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0195, -0.0370, 0.0177
23.91, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0265, -0.0370, -0.0023
24.21, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0349, -0.0392, -0.0240
24.51, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0363, -0.0401, -0.0320
24.78, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0517, -0.0432, -0.0598
25.06, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0691, -0.0462, -0.0922
25.34, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0724, -0.0487, -0.1274
25.63, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0665, -0.0453, -0.1149
25.93, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0638, -0.0469, -0.1145
26.22, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0465, -0.0409, -0.0805
26.52, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0050, -0.0379, -0.0335
26.80, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0177, -0.0354, 0.0099
27.14, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0327, -0.0347, 0.0145
27.46, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0579, -0.0333, 0.0168
27.75, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0935, -0.0359, 0.0206
28.04, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.1196, -0.0355, 0.0163
28.35, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.1014, -0.0359, 0.0162
28.66, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0683, -0.0373, 0.0188
28.97, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0147, -0.0356, 0.0249
29.23, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0693, -0.0359, 0.0223
29.52, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.2295, -0.0365, 0.0198
29.80, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.2680, -0.0325, 0.0331
30.07, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.2558, -0.0391, 0.0242
30.33, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.2470, -0.0408, 0.0226
30.68, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.2374, -0.0431, 0.0169
31.08, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.1171, -0.0530, -0.0732
31.37, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.1038, -0.0367, -0.1186
31.65, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0923, -0.0553, -0.0782
31.95, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.1319, -0.0739, -0.0553
32.21, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.1153, -0.0816, -0.0149
32.50, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.1012, -0.0693, 0.0045
32.77, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0751, -0.0595, 0.0124
33.05, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0792, -0.0503, 0.0102
33.34, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0728, -0.0389, 0.0186
33.61, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0586, -0.0241, 0.0375
33.88, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0392, -0.0048, 0.0697
34.15, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0126, 0.0170, 0.0895
34.45, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0045, 0.0501, 0.0892
34.74, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0143, 0.0815, 0.0951
35.04, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0314, 0.1426, 0.0901
35.34, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0178, 0.1689, 0.0400
35.66, 8, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0222, 0.1972, 0.0175
35.98, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0183, 0.2176, 0.0223
36.26, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0056, 0.2220, 0.0321
36.58, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0027, 0.2185, 0.0259
36.89, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0005, 0.2145, 0.0211
37.19, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0071, 0.2095, 0.0116
37.51, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0262, 0.2062, -0.0195
37.84, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0368, 0.2019, -0.0522
38.15, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0229, 0.1953, -0.0749
38.48, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0212, 0.1846, -0.0515
38.80, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0171, 0.1805, 0.0146
39.12, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0224, 0.1718, 0.0306
39.45, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0309, 0.1586, -0.0016
39.77, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0240, 0.1270, -0.0526
40.09, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0065, 0.0947, -0.0757
40.41, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0151, 0.0789, -0.0558
40.72, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0183, 0.0666, -0.0387
41.03, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0112, 0.0569, -0.0354
41.35, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0040, 0.0513, -0.0331
41.67, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0023, 0.0458, -0.0379
41.99, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0034, 0.0392, -0.0356
42.32, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, -0.0015, 0.0389, -0.0288
42.65, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0466, 0.0340, -0.0102
42.97, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0719, 0.0297, 0.0021
43.27, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.1734, -1.6041, 0.0681, 0.0297, 0.0112
43.59, 7, -0.0271, 0.1620, -1.6072, -0.0832, 0.,,,,
