Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.253,-0.500,1.372,0.422,0.045,0.053,-0.015,484.523,0.150,-0.001,-0.008,0.422,0.000,"-3.578
"
0.506,-0.502,1.371,0.426,0.040,0.061,-0.006,484.500,-0.010,-0.047,0.058,0.424,0.000,"-3.574
"
0.759,-0.500,1.388,0.460,0.040,0.047,0.043,484.210,-0.598,-0.053,0.068,0.448,0.000,"-3.540
"
1.012,-0.498,1.437,0.556,0.060,0.056,0.032,483.203,-2.165,0.012,0.116,0.529,0.000,"-3.444
"
1.266,-0.492,1.524,0.719,0.055,0.043,-0.006,481.432,-4.261,-0.071,0.197,0.671,0.000,"-3.281
"
1.518,-0.486,1.622,0.919,0.042,0.024,-0.069,479.050,-6.167,-0.397,0.270,0.862,0.000,"-3.081
"
1.771,-0.485,1.706,1.132,0.036,0.016,-0.082,476.414,-7.293,-0.009,0.354,1.074,0.000,"-2.868
"
2.024,-0.485,1.760,1.336,0.051,0.026,-0.107,473.855,-7.151,0.281,0.437,1.280,0.000,"-2.664
"
2.277,-0.489,1.773,1.504,0.042,0.014,-0.104,471.518,-6.827,-0.061,0.358,1.467,0.000,"-2.496
"
2.530,-0.493,1.745,1.669,0.038,0.010,-0.095,469.507,-4.972,-0.230,0.568,1.629,0.000,"-2.331
"
2.783,-0.497,1.685,1.799,0.049,0.023,-0.065,467.821,-3.291,0.076,0.409,1.765,0.000,"-2.201
"
3.036,-0.499,1.607,1.902,0.047,-0.006,-0.027,466.433,-2.000,0.021,0.450,1.876,0.000,"-2.098
"
3.289,-0.500,1.529,1.980,0.036,0.011,-0.012,465.383,-0.896,0.005,0.612,1.960,0.000,"-2.020
"
3.542,-0.498,1.459,2.031,0.027,0.035,0.070,464.664,0.117,-0.088,0.435,2.018,0.000,"-1.969
"
3.796,-0.492,1.407,2.050,0.031,0.008,0.018,464.298,0.897,-0.317,0.411,2.048,0.000,"-1.950
"
4.049,-0.489,1.383,2.043,0.045,0.021,0.006,464.314,0.466,-0.353,0.405,2.046,0.000,"-1.957
"
4.302,-0.487,1.378,2.013,0.044,0.024,-0.012,464.632,0.238,-0.184,0.418,2.021,0.000,"-1.987
"
4.555,-0.490,1.389,1.961,0.040,0.024,-0.018,465.192,-0.511,-0.126,0.418,1.976,0.000,"-2.039
"
4.808,-0.494,1.406,1.885,0.053,0.021,-0.038,466.067,-1.039,0.014,0.377,1.905,0.000,"-2.115
"
5.061,-0.495,1.425,1.790,0.065,0.020,-0.029,467.195,-0.831,0.702,0.399,1.815,0.000,"-2.210
"
5.314,-0.491,1.440,1.672,0.057,0.016,-0.041,468.593,-1.407,-0.165,0.465,1.702,0.000,"-2.328
"
5.568,-0.482,1.447,1.533,0.050,0.020,-0.062,470.237,-1.169,0.430,0.196,1.570,0.000,"-2.467
"
5.821,-0.472,1.442,1.373,0.051,0.022,-0.062,472.192,-1.069,-0.781,0.369,1.413,0.000,"-2.627
"
6.074,-0.465,1.420,1.199,0.039,0.028,-0.067,474.331,-0.360,-0.570,0.406,1.241,0.000,"-2.801
"
6.326,-0.459,1.385,1.013,0.045,0.014,-0.054,476.609,0.655,-0.632,0.368,1.058,0.000,"-2.987
"
6.579,-0.456,1.340,0.821,0.058,0.032,-0.051,478.925,1.617,-0.631,0.324,0.872,0.000,"-3.179
"
