Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.251,-0.729,2.569,0.405,0.029,-0.071,0.004,484.743,-0.003,-0.012,0.086,0.405,0.000,"-3.595
"
0.502,-0.731,2.571,0.406,0.028,-0.071,0.010,484.733,-0.031,0.062,0.063,0.406,0.000,"-3.594
"
0.755,-0.733,2.590,0.438,0.042,-0.070,0.041,484.465,-0.801,0.040,0.036,0.427,0.000,"-3.562
"
1.007,-0.740,2.641,0.538,0.043,-0.075,0.038,483.409,-2.268,0.062,0.100,0.512,0.000,"-3.462
"
1.260,-0.750,2.724,0.699,0.052,-0.083,0.002,481.561,-4.175,0.207,0.211,0.660,0.000,"-3.301
"
1.512,-0.760,2.816,0.910,0.042,-0.101,-0.037,479.038,-5.975,0.131,0.312,0.863,0.000,"-3.090
"
1.765,-0.768,2.894,1.142,0.048,-0.093,-0.079,476.203,-6.854,0.215,0.354,1.091,0.000,"-2.858
"
2.018,-0.773,2.941,1.372,0.050,-0.101,-0.095,473.371,-6.928,0.140,0.407,1.319,0.000,"-2.628
"
2.270,-0.773,2.943,1.574,0.049,-0.100,-0.093,470.790,-6.031,0.140,0.434,1.526,0.000,"-2.426
"
2.523,-0.769,2.905,1.752,0.052,-0.100,-0.080,468.503,-4.561,0.081,0.459,1.710,0.000,"-2.248
"
2.776,-0.761,2.837,1.904,0.037,-0.115,-0.047,466.523,-2.760,-0.019,0.457,1.869,0.000,"-2.096
"
3.028,-0.750,2.755,2.033,0.059,-0.108,-0.028,464.868,-1.105,-0.037,0.495,2.002,0.000,"-1.967
"
3.281,-0.736,2.674,2.131,0.058,-0.114,-0.014,463.529,-0.013,-0.106,0.490,2.109,0.000,"-1.869
"
3.534,-0.720,2.605,2.201,0.054,-0.110,0.007,462.573,0.710,-0.419,0.510,2.186,0.000,"-1.799
"
3.786,-0.704,2.560,2.242,0.048,-0.110,0.018,461.985,0.806,-0.595,0.516,2.233,0.000,"-1.758
"
4.039,-0.689,2.536,2.254,0.045,-0.113,0.008,461.738,1.222,-0.884,0.541,2.253,0.000,"-1.746
"
4.291,-0.677,2.535,2.235,0.046,-0.114,0.006,461.902,1.097,-1.123,0.550,2.240,0.000,"-1.765
"
4.544,-0.668,2.551,2.186,0.048,-0.116,-0.004,462.444,0.111,-1.174,0.561,2.197,0.000,"-1.814
"
