Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.251,-1.499,0.524,0.413,0.015,-0.019,-0.012,471.741,-0.000,0.001,-0.013,0.413,0.000,"-3.587
"
0.502,-1.498,0.523,0.414,0.018,-0.021,-0.015,471.728,0.010,-0.050,-0.004,0.414,0.000,"-3.586
"
0.753,-1.496,0.540,0.459,0.059,-0.030,0.031,471.534,-0.281,-0.054,0.047,0.423,0.000,"-3.541
"
1.004,-1.495,0.577,0.563,0.060,-0.036,0.037,470.149,-1.146,-0.088,0.171,0.493,0.000,"-3.437
"
1.255,-1.486,0.687,0.832,0.048,-0.043,0.009,467.179,-2.321,-0.270,0.279,0.641,0.000,"-3.168
"
1.506,-1.481,0.784,1.070,0.038,-0.051,-0.013,463.287,-6.958,-0.830,0.327,0.836,0.000,"-2.930
"
1.757,-1.478,0.875,1.319,0.027,-0.061,-0.075,457.048,-6.545,-0.782,0.458,1.148,0.000,"-2.681
"
2.008,-1.485,0.986,1.711,0.027,-0.066,-0.106,451.142,-9.053,-0.782,0.496,1.443,0.000,"-2.289
"
2.258,-1.496,1.018,1.967,0.023,-0.061,-0.135,444.557,-8.530,-0.338,0.506,1.772,0.000,"-2.033
"
2.510,-1.519,1.000,2.300,0.033,-0.066,-0.140,438.484,-7.666,0.044,0.544,2.076,0.000,"-1.700
"
2.761,-1.536,0.941,2.503,0.040,-0.067,-0.126,433.203,-6.004,0.363,0.573,2.340,0.000,"-1.497
"
3.012,-1.558,0.806,2.734,0.047,-0.068,-0.089,428.676,-3.922,0.786,0.586,2.566,0.000,"-1.266
"
3.262,-1.570,0.678,2.869,0.057,-0.073,-0.063,424.923,-1.267,1.162,0.624,2.754,0.000,"-1.131
"
3.513,-1.576,0.504,2.985,0.068,-0.071,-0.010,422.201,0.151,1.272,0.622,2.890,0.000,"-1.015
"
3.765,-1.571,0.398,3.020,0.066,-0.071,0.012,420.450,2.637,1.326,0.624,2.978,0.000,"-0.980
"
4.016,-1.557,0.303,3.008,0.067,-0.071,0.047,419.841,3.789,1.189,0.607,3.008,0.000,"-0.992
"
4.267,-1.532,0.254,2.935,0.068,-0.070,0.070,420.368,4.613,0.699,0.603,2.982,0.000,"-1.065
"
4.518,-1.507,0.257,2.832,0.064,-0.071,0.070,422.074,4.232,0.266,0.614,2.896,0.000,"-1.168
"
4.769,-1.464,0.328,2.611,0.055,-0.070,0.062,425.247,2.833,-0.536,0.607,2.738,0.000,"-1.389
"
5.021,-1.434,0.415,2.413,0.041,-0.073,0.034,429.126,1.142,-1.206,0.632,2.544,0.000,"-1.587
"
5.272,-1.396,0.574,2.058,0.029,-0.075,-0.018,433.800,-2.406,-2.233,0.656,2.310,0.000,"-1.942
"
5.524,-1.379,0.681,1.789,0.022,-0.076,-0.076,440.154,-3.620,-2.423,0.673,1.992,0.000,"-2.211
"
5.775,-1.373,0.796,1.362,0.017,-0.083,-0.136,446.555,-5.870,-2.622,0.721,1.672,0.000,"-2.638
"
6.027,-1.381,0.823,1.075,0.008,-0.081,-0.150,453.756,-4.960,-2.233,0.749,1.312,0.000,"-2.925
"
6.278,-1.405,0.794,0.682,0.017,-0.089,-0.138,460.570,-4.304,-1.872,0.794,0.971,0.000,"-3.318
"
6.529,-1.438,0.723,0.426,-0.002,-0.093,-0.070,467.289,-2.689,-1.064,0.796,0.636,0.000,"-3.574
"
6.781,-1.459,0.709,0.484,0.095,-0.078,0.052,469.931,-2.746,-0.703,0.742,0.503,0.000,"-3.516
"
7.032,-1.488,0.671,0.673,0.042,-0.074,-0.131,468.532,-2.132,-0.199,0.695,0.573,0.000,"-3.327
"
7.284,-1.495,0.629,0.820,0.043,-0.073,-0.088,465.574,-1.312,-0.082,0.659,0.721,0.000,"-3.180
"
7.536,-1.504,0.525,0.982,0.034,-0.072,-0.063,462.493,0.451,0.165,0.615,0.875,0.000,"-3.018
"
7.787,-1.510,0.450,1.002,0.037,-0.073,-0.045,460.625,3.375,0.587,0.643,0.969,0.000,"-2.998
"
8.039,-1.521,0.351,0.882,0.052,-0.072,0.033,460.894,3.481,0.687,0.616,0.955,0.000,"-3.118
"
8.290,-1.532,0.306,0.790,0.038,-0.073,0.026,462.792,3.765,0.848,0.643,0.860,0.000,"-3.210
"
8.542,-1.553,0.282,0.722,0.024,-0.079,0.008,464.414,3.895,1.110,0.712,0.779,0.000,"-3.278
"
8.793,-1.576,0.285,0.673,0.024,-0.086,-0.006,465.662,3.666,1.673,0.757,0.717,0.000,"-3.327
"
9.045,-1.602,0.295,0.611,0.039,-0.088,-0.027,467.008,3.368,2.153,0.816,0.650,0.000,"-3.389
"
9.296,-1.648,0.315,0.500,0.041,-0.101,-0.061,468.653,2.846,2.986,0.865,0.567,0.000,"-3.500
"
9.548,-1.669,0.319,0.454,0.052,-0.102,-0.078,470.181,2.807,3.216,0.926,0.491,0.000,"-3.546
"
9.799,-1.723,0.326,0.410,-0.006,-0.104,-0.037,471.276,2.653,4.375,0.957,0.436,0.000,"-3.590
"
