Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.252,0.385,1.958,0.428,0.014,1.596,-0.036,92.207,0.012,0.012,"0.017
",0.0,0.0,0.0
0.505,0.386,1.954,0.430,0.024,1.598,-0.030,92.263,-0.014,-0.071,"-0.019
",0.0,0.0,0.0
0.757,0.394,1.953,0.438,0.041,1.600,-0.001,92.317,-0.168,-0.062,"-0.015
",0.0,0.0,0.0
1.010,0.432,1.952,0.487,0.062,1.590,0.023,92.361,-0.920,-0.084,"0.075
",0.0,0.0,0.0
1.262,0.502,1.953,0.578,0.046,1.582,-0.001,92.381,-3.194,-0.007,"0.144
",0.0,0.0,0.0
1.515,0.569,1.959,0.686,0.040,1.577,-0.056,92.381,-4.594,0.209,"0.232
",0.0,0.0,0.0
1.767,0.622,1.973,0.798,0.040,1.573,-0.082,92.371,-4.884,0.516,"0.288
",0.0,0.0,0.0
2.020,0.644,1.996,0.896,0.041,1.568,-0.090,92.360,-4.532,1.117,"0.321
",0.0,0.0,0.0
2.273,0.630,2.024,0.972,0.047,1.566,-0.083,92.356,-3.407,1.836,"0.367
",0.0,0.0,0.0
2.525,0.587,2.055,1.028,0.056,1.563,-0.071,92.362,-2.196,2.207,"0.407
",0.0,0.0,0.0
2.778,0.523,2.086,1.066,0.062,1.559,-0.047,92.377,-0.847,2.668,"0.431
",0.0,0.0,0.0
3.030,0.449,2.114,1.087,0.061,1.561,-0.023,92.402,0.539,3.063,"0.445
",0.0,0.0,0.0
3.283,0.379,2.136,1.089,0.065,1.560,-0.018,92.436,1.625,3.344,"0.448
",0.0,0.0,0.0
3.535,0.320,2.152,1.074,0.069,1.561,-0.006,92.480,2.260,3.413,"0.434
",0.0,0.0,0.0
3.788,0.276,2.161,1.041,0.073,1.565,0.000,92.534,2.667,3.404,"0.428
",0.0,0.0,0.0
4.040,0.249,2.165,0.993,0.058,1.563,0.001,92.598,2.675,3.357,"0.415
",0.0,0.0,0.0
4.293,0.239,2.164,0.932,0.067,1.566,-0.000,92.671,2.554,3.218,"0.388
",0.0,0.0,0.0
4.545,0.242,2.160,0.858,0.065,1.566,-0.016,92.753,2.211,3.082,"0.379
",0.0,0.0,0.0
4.798,0.252,2.152,0.776,0.059,1.567,-0.030,92.843,1.885,2.862,"0.354
",0.0,0.0,0.0
5.050,0.263,2.140,0.686,0.065,1.570,-0.034,92.938,1.698,2.620,"0.348
",0.0,0.0,0.0
5.303,0.271,2.125,0.605,0.060,1.570,-0.038,93.037,1.660,2.313,"0.343
",0.0,0.0,0.0
5.556,0.272,2.106,0.538,0.056,1.566,-0.047,93.132,1.752,1.959,"0.361
",0.0,0.0,0.0
5.808,0.264,2.087,0.492,0.049,1.563,-0.041,93.220,2.074,1.560,"0.392
",0.0,0.0,0.0
6.060,0.251,2.069,0.472,0.054,1.563,-0.030,93.296,2.435,1.330,"0.433
",0.0,0.0,0.0
6.313,0.235,2.056,0.476,0.043,1.555,-0.033,93.358,2.633,1.281,"0.459
",0.0,0.0,0.0
6.565,0.220,2.047,0.505,0.049,1.554,-0.026,93.407,2.950,1.261,"0.499
",0.0,0.0,0.0
6.818,0.206,2.046,0.551,0.044,1.554,-0.020,93.445,3.097,1.383,"0.513
",0.0,0.0,0.0
7.071,0.192,2.050,0.612,0.044,1.551,-0.029,93.470,3.395,1.641,"0.534
",0.0,0.0,0.0
7.323,0.182,2.059,0.680,0.053,1.551,-0.025,93.488,3.409,1.835,"0.542
",0.0,0.0,0.0
7.576,0.173,2.071,0.752,0.058,1.551,-0.025,93.500,3.456,2.129,"0.550
",0.0,0.0,0.0
7.828,0.167,2.082,0.821,0.073,1.551,-0.027,93.510,3.504,2.230,"0.542
",0.0,0.0,0.0
8.080,0.163,2.088,0.886,0.065,1.553,-0.026,93.520,3.525,2.272,"0.535
",0.0,0.0,0.0
8.333,0.160,2.088,0.940,0.062,1.555,-0.025,93.533,3.605,2.143,"0.511
",0.0,0.0,0.0
8.586,0.157,2.087,0.982,0.057,1.557,-0.031,93.550,3.637,2.052,"0.485
",0.0,0.0,0.0
8.838,0.152,2.084,1.011,0.059,1.558,-0.033,93.573,3.737,1.970,"0.469
",0.0,0.0,0.0
