Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.257,-0.014,3.131,0.387,0.013,-0.021,0.008,462.165,-0.064,-0.156,0.024,0.387,0.000,"-3.613
"
0.515,-0.010,3.132,0.389,0.027,-0.023,0.011,461.892,-0.078,-0.367,-0.005,0.388,0.000,"-3.611
"
0.782,0.002,3.132,0.445,0.031,-0.036,-0.007,451.766,0.016,-1.024,0.077,0.439,0.000,"-3.555
"
1.036,0.039,3.122,0.665,-0.014,-0.056,-0.003,436.749,0.800,-2.147,0.315,0.665,0.000,"-3.335
"
1.287,0.047,3.111,0.831,-0.010,-0.064,0.001,438.023,0.954,-1.463,0.392,0.805,0.000,"-3.169
"
1.547,0.041,3.103,0.952,0.011,-0.066,-0.000,445.028,0.930,-0.573,0.486,0.939,0.000,"-3.048
"
1.810,0.036,3.097,1.026,0.028,-0.075,-0.013,448.085,1.004,-0.406,0.552,1.026,0.000,"-2.974
"
2.067,0.038,3.088,1.082,0.029,-0.075,-0.009,453.100,1.297,-0.883,0.620,1.080,0.000,"-2.918
"
2.329,0.061,3.065,1.150,0.007,-0.082,-0.009,456.075,2.033,-1.869,0.657,1.143,0.000,"-2.850
"
2.590,0.075,3.050,1.178,0.003,-0.084,-0.004,456.610,2.530,-2.228,0.676,1.175,0.000,"-2.822
"
2.844,0.085,3.035,1.205,0.006,-0.086,-0.002,457.575,2.731,-2.110,0.698,1.202,0.000,"-2.795
"
3.099,0.092,3.020,1.228,0.005,-0.083,0.006,458.542,2.809,-1.959,0.702,1.226,0.000,"-2.772
"
3.358,0.096,3.009,1.250,0.010,-0.084,0.004,458.467,2.795,-1.829,0.700,1.248,0.000,"-2.750
"
3.610,0.100,2.998,1.272,0.015,-0.085,-0.004,458.619,2.965,-1.805,0.709,1.270,0.000,"-2.728
"
3.866,0.105,2.986,1.292,0.020,-0.088,-0.011,458.440,3.265,-1.952,0.713,1.289,0.000,"-2.708
"
4.116,0.112,2.971,1.312,0.012,-0.085,-0.006,458.601,3.689,-2.194,0.704,1.311,0.000,"-2.688
"
4.374,0.121,2.956,1.328,0.009,-0.084,0.003,459.731,3.930,-2.404,0.702,1.327,0.000,"-2.672
"
4.630,0.130,2.941,1.344,0.009,-0.085,-0.003,459.552,4.244,-2.528,0.701,1.344,0.000,"-2.656
"
4.889,0.138,2.926,1.357,0.013,-0.082,-0.002,460.107,4.398,-2.583,0.684,1.356,0.000,"-2.643
"
5.151,0.147,2.908,1.370,0.019,-0.081,-0.029,459.805,-0.521,-2.304,0.668,1.369,0.000,"-2.630
"
5.401,0.167,2.862,1.387,0.047,-0.083,-0.059,459.911,3.460,-1.312,0.672,1.387,0.000,"-2.613
"
5.652,0.215,2.775,1.396,0.026,-0.082,-0.003,461.192,6.856,-3.051,0.667,1.395,0.000,"-2.604
"
5.902,0.280,2.687,1.405,-0.009,-0.082,0.040,460.962,8.000,-4.560,0.683,1.405,0.000,"-2.595
"
6.156,0.312,2.649,1.414,-0.015,-0.081,0.034,460.741,7.040,-4.229,0.673,1.413,0.000,"-2.586
"
6.409,0.329,2.629,1.424,0.002,-0.082,0.010,460.904,5.763,-3.371,0.652,1.423,0.000,"-2.576
"
6.668,0.336,2.620,1.436,0.020,-0.077,-0.008,460.353,5.348,-3.032,0.631,1.435,0.000,"-2.564
"
6.921,0.343,2.610,1.445,0.017,-0.076,-0.011,460.672,5.476,-3.081,0.602,1.443,0.000,"-2.555
"
7.185,0.353,2.594,1.455,0.016,-0.076,-0.014,460.529,6.151,-3.389,0.596,1.453,0.000,"-2.545
"
7.449,0.364,2.568,1.468,0.006,-0.074,-0.002,460.676,6.872,-3.506,0.583,1.467,0.000,"-2.532
"
7.703,0.372,2.550,1.475,0.016,-0.075,0.000,461.138,7.170,-3.532,0.588,1.473,0.000,"-2.525
"
7.967,0.381,2.529,1.482,0.013,-0.075,0.010,461.261,7.389,-3.604,0.603,1.482,0.000,"-2.518
"
8.219,0.388,2.515,1.478,0.005,-0.076,0.003,463.338,7.251,-3.687,0.591,1.479,0.000,"-2.522
"
8.482,0.392,2.506,1.475,0.006,-0.076,-0.006,462.925,7.189,-3.596,0.605,1.475,0.000,"-2.525
"
8.744,0.393,2.495,1.467,0.012,-0.077,-0.003,463.667,7.393,-3.337,0.616,1.468,0.000,"-2.533
"
8.998,0.393,2.482,1.459,0.015,-0.080,-0.005,463.600,7.674,-3.278,0.640,1.459,0.000,"-2.541
"
9.261,0.395,2.469,1.448,0.017,-0.079,0.000,464.291,8.000,-3.374,0.641,1.448,0.000,"-2.552
"
9.514,0.398,2.457,1.436,0.014,-0.077,0.004,464.298,8.000,-3.500,0.615,1.437,0.000,"-2.564
"
9.772,0.402,2.444,1.424,0.012,-0.080,-0.002,463.809,8.000,-3.545,0.645,1.424,0.000,"-2.576
"
