Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.252,-2.032,0.311,0.408,0.016,-0.029,-0.010,473.114,0.005,-0.003,-0.013,0.407,0.000,"-3.592
"
0.504,-2.030,0.312,0.409,0.021,-0.035,-0.014,473.109,-0.021,-0.053,-0.061,0.408,0.000,"-3.591
"
0.756,-2.030,0.321,0.428,0.041,-0.040,0.026,473.053,-0.198,-0.044,0.046,0.412,0.000,"-3.572
"
1.008,-2.037,0.372,0.554,0.045,-0.054,0.044,472.690,-1.118,0.041,0.135,0.442,0.000,"-3.446
"
1.260,-2.045,0.442,0.711,0.036,-0.058,0.017,471.642,-2.454,0.115,0.239,0.530,0.000,"-3.289
"
1.512,-2.062,0.580,1.027,0.049,-0.063,-0.013,469.832,-5.037,0.268,0.288,0.681,0.000,"-2.973
"
1.764,-2.072,0.671,1.263,0.058,-0.071,-0.070,467.325,-7.092,0.343,0.390,0.890,0.000,"-2.737
"
2.016,-2.079,0.744,1.496,0.058,-0.071,-0.091,464.391,-8.282,0.280,0.425,1.134,0.000,"-2.504
"
2.268,-2.078,0.800,1.811,0.054,-0.073,-0.130,461.123,-8.434,0.104,0.467,1.406,0.000,"-2.189
"
2.520,-2.066,0.792,2.125,0.053,-0.078,-0.139,457.752,-7.830,-0.240,0.493,1.687,0.000,"-1.875
"
2.772,-2.039,0.691,2.468,0.048,-0.079,-0.132,454.238,-5.612,-0.435,0.539,1.980,0.000,"-1.532
"
3.024,-2.016,0.577,2.681,0.045,-0.080,-0.108,450.853,-2.059,-0.840,0.524,2.262,0.000,"-1.319
"
3.276,-1.980,0.374,2.968,0.049,-0.081,-0.031,447.729,0.081,-0.999,0.542,2.523,0.000,"-1.032
"
3.528,-1.958,0.247,3.131,0.045,-0.083,-0.006,444.779,2.028,-1.128,0.564,2.768,0.000,"-0.869
"
3.780,-1.928,0.076,3.355,0.043,-0.079,0.055,442.122,4.841,-1.406,0.583,2.990,0.000,"-0.645
"
4.032,-1.915,-0.002,3.481,0.040,-0.084,0.087,439.769,7.256,-1.587,0.546,3.186,0.000,"-0.519
"
4.284,-1.910,-0.026,3.598,0.029,-0.090,0.113,437.902,6.010,-1.419,0.596,3.341,0.000,"-0.402
"
4.535,-1.920,0.018,3.650,0.024,-0.094,0.086,436.333,4.753,-1.304,0.668,3.472,0.000,"-0.350
"
4.787,-1.930,0.066,3.662,0.032,-0.092,0.078,435.295,3.515,-1.191,0.670,3.559,0.000,"-0.338
"
5.038,-1.977,0.288,3.628,0.035,-0.097,-0.017,434.791,-1.538,-0.598,0.685,3.601,0.000,"-0.372
"
5.291,-2.006,0.415,3.573,0.035,-0.096,-0.069,434.809,-2.513,-0.432,0.707,3.599,0.000,"-0.427
"
5.543,-2.048,0.582,3.440,0.047,-0.093,-0.095,435.341,-5.060,0.005,0.685,3.555,0.000,"-0.560
"
5.795,-2.072,0.657,3.318,0.047,-0.094,-0.135,436.340,-7.161,0.470,0.688,3.472,0.000,"-0.682
"
6.046,-2.090,0.689,3.147,0.051,-0.096,-0.178,437.759,-6.512,0.500,0.715,3.353,0.000,"-0.853
"
6.298,-2.098,0.649,2.904,0.051,-0.094,-0.143,439.648,-5.149,0.849,0.706,3.196,0.000,"-1.096
"
6.550,-2.096,0.544,2.638,0.063,-0.107,-0.054,442.016,-2.975,0.721,0.756,2.999,0.000,"-1.362
"
6.802,-2.087,0.476,2.514,0.073,-0.113,-0.059,444.353,0.068,0.547,0.881,2.804,0.000,"-1.486
"
7.053,-2.068,0.371,2.348,0.045,-0.119,-0.056,446.505,5.012,0.160,0.955,2.625,0.000,"-1.652
"
7.305,-2.033,0.238,2.154,0.049,-0.126,0.009,448.764,3.726,-0.067,1.027,2.436,0.000,"-1.846
"
7.557,-2.011,0.161,2.033,0.048,-0.134,0.002,450.669,6.203,-0.558,1.098,2.278,0.000,"-1.967
"
7.809,-1.985,0.098,1.914,0.047,-0.104,-0.010,452.376,6.078,-1.052,1.008,2.135,0.000,"-2.086
"
8.061,-1.959,0.063,1.851,0.062,-0.060,-0.003,453.820,5.818,-2.001,0.505,2.015,0.000,"-2.149
"
8.313,-1.914,0.065,1.827,0.106,-0.036,0.078,454.791,4.744,-2.802,0.165,1.934,0.000,"-2.173
"
8.564,-1.849,0.106,1.835,0.127,-0.044,0.042,455.374,2.633,-4.515,0.081,1.886,0.000,"-2.165
"
8.816,-1.723,0.198,1.864,0.089,-0.045,-0.062,455.587,1.305,-5.778,0.144,1.868,0.000,"-2.136
"
9.068,-1.594,0.270,1.872,0.076,-0.050,-0.080,455.589,-2.196,-12.974,0.185,1.868,0.000,"-2.128
"
9.319,-1.497,0.308,1.862,0.085,-0.053,-0.074,455.595,-1.082,-12.651,0.219,1.867,0.000,"-2.138
"
9.571,-1.302,0.362,1.809,0.100,-0.044,-0.042,455.794,-2.264,-19.351,0.134,1.851,0.000,"-2.191
"
9.823,-1.091,0.395,1.720,0.064,-0.036,-0.087,456.309,-1.890,-22.604,0.035,1.808,0.000,"-2.280
"
10.075,-0.845,0.403,1.573,0.049,-0.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
