Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.252,0.456,0.381,0.432,0.023,-0.019,-0.020,86.677,-0.038,-0.001,0.026,0.432,29.468,"-2.568
"
0.504,0.455,0.384,0.434,0.021,-0.016,-0.007,86.719,-0.139,0.013,0.008,0.433,31.654,"-2.566
"
0.756,0.460,0.400,0.444,0.045,-0.013,0.038,86.761,-1.001,-0.320,-0.014,0.436,33.840,"-2.556
"
1.008,0.468,0.449,0.464,0.060,-0.024,0.046,86.800,-2.181,-0.396,0.059,0.444,36.020,"-2.536
"
1.302,0.480,0.554,0.500,0.045,-0.040,0.001,86.841,-4.818,-0.809,0.214,0.466,38.622,"-2.500
"
1.553,0.490,0.656,0.530,0.032,-0.051,-0.055,86.872,-7.551,-1.269,0.342,0.491,40.769,"-2.470
"
1.805,0.498,0.753,0.548,0.028,-0.057,-0.107,86.903,-8.626,-1.392,0.425,0.516,42.895,"-2.452
"
2.057,0.500,0.816,0.538,0.021,-0.058,-0.111,86.938,-9.186,-1.309,0.452,0.531,45.002,"-2.462
"
2.309,0.495,0.833,0.501,0.022,-0.061,-0.132,86.981,-7.759,-0.913,0.492,0.526,47.105,"-2.499
"
2.561,0.485,0.809,0.446,0.039,-0.066,-0.096,87.034,-6.086,-0.599,0.552,0.500,49.222,"-2.554
"
2.813,0.459,0.778,0.461,0.019,-0.072,-0.065,87.086,-5.424,0.206,0.630,0.475,51.364,"-2.539
"
3.065,0.434,0.726,0.480,0.066,-0.079,-0.075,87.130,-2.982,1.391,0.709,0.472,53.517,"-2.520
"
3.317,0.416,0.679,0.490,0.066,-0.078,-0.019,87.169,-1.530,1.734,0.722,0.479,55.667,"-2.510
"
3.568,0.408,0.627,0.494,0.072,-0.078,0.008,87.208,-1.797,0.988,0.712,0.486,57.811,"-2.506
"
3.820,0.418,0.591,0.485,0.070,-0.080,-0.006,87.248,-1.851,0.170,0.717,0.488,59.950,"-2.515
"
4.072,0.439,0.583,0.467,0.049,-0.079,-0.005,87.293,-2.600,-0.944,0.734,0.483,62.091,"-2.533
"
4.324,0.463,0.585,0.448,0.046,-0.078,-0.026,87.340,-3.169,-1.513,0.727,0.470,64.240,"-2.552
"
4.575,0.484,0.601,0.444,0.064,-0.068,-0.009,87.388,-4.171,-2.010,0.679,0.456,66.402,"-2.556
"
4.827,0.494,0.616,0.454,0.040,-0.068,-0.058,87.432,-4.542,-1.619,0.630,0.452,68.570,"-2.546
"
5.078,0.511,0.628,0.460,0.037,-0.069,-0.061,87.476,-4.382,-2.064,0.627,0.455,70.884,"-2.540
"
5.331,0.524,0.627,0.463,0.026,-0.069,-0.054,87.517,-3.608,-1.990,0.618,0.458,73.050,"-2.537
"
5.583,0.532,0.617,0.461,0.036,-0.069,-0.040,87.558,-3.076,-1.813,0.626,0.460,75.213,"-2.539
"
5.834,0.534,0.605,0.460,0.039,-0.066,-0.035,87.601,-2.576,-1.593,0.603,0.460,77.376,"-2.540
"
6.086,0.534,0.592,0.457,0.037,-0.067,-0.021,87.643,-2.465,-1.384,0.596,0.460,79.539,"-2.543
"
6.337,0.535,0.582,0.456,0.058,-0.067,-0.031,87.686,-2.424,-1.527,0.601,0.458,81.703,"-2.544
"
6.589,0.539,0.579,0.455,0.059,-0.065,-0.023,87.729,-2.738,-1.789,0.579,0.457,83.868,"-2.545
"
6.841,0.549,0.580,0.450,0.040,-0.065,-0.032,87.772,-2.957,-2.174,0.566,0.455,86.035,"-2.550
"
7.092,0.559,0.583,0.445,0.033,-0.060,-0.039,87.816,-3.187,-2.396,0.547,0.451,88.204,"-2.555
"
7.343,0.563,0.584,0.445,0.040,-0.063,-0.055,87.860,-3.150,-2.118,0.532,0.448,90.376,"-2.555
"
