Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.504,0.087,1.180,0.408,-0.005,-0.110,-0.006,95.489,-0.010,0.004,"0.060
",0.0,0.0,0.0
0.756,0.084,1.195,0.438,0.034,-0.109,0.045,95.478,-0.233,0.023,"0.043
",0.0,0.0,0.0
1.008,0.075,1.222,0.492,0.035,-0.117,0.054,95.437,-0.316,0.051,"0.108
",0.0,0.0,0.0
1.260,0.057,1.323,0.653,0.032,-0.124,0.046,95.338,-1.239,0.080,"0.154
",0.0,0.0,0.0
1.511,0.041,1.427,0.802,0.027,-0.131,0.026,95.192,-1.843,0.068,"0.253
",0.0,0.0,0.0
1.763,0.012,1.612,1.051,0.034,-0.133,0.001,95.017,-3.079,0.108,"0.293
",0.0,0.0,0.0
2.015,-0.009,1.740,1.216,0.033,-0.135,-0.021,94.816,-4.075,0.130,"0.349
",0.0,0.0,0.0
2.266,-0.040,1.928,1.460,0.039,-0.141,-0.048,94.625,-4.237,0.114,"0.395
",0.0,0.0,0.0
2.518,-0.057,2.040,1.614,0.046,-0.143,-0.059,94.437,-5.556,0.101,"0.431
",0.0,0.0,0.0
2.770,-0.070,2.164,1.814,0.042,-0.146,-0.081,94.268,-5.546,0.070,"0.464
",0.0,0.0,0.0
3.022,-0.075,2.235,1.987,0.032,-0.149,-0.089,94.082,-5.635,0.001,"0.486
",0.0,0.0,0.0
3.274,-0.071,2.258,2.132,0.039,-0.148,-0.090,93.923,-5.937,-0.070,"0.507
",0.0,0.0,0.0
3.525,-0.061,2.240,2.274,0.042,-0.151,-0.095,93.783,-5.563,-0.149,"0.523
",0.0,0.0,0.0
3.777,-0.041,2.178,2.399,0.039,-0.152,-0.093,93.649,-4.740,-0.226,"0.549
",0.0,0.0,0.0
4.029,-0.013,2.082,2.502,0.042,-0.152,-0.076,93.539,-3.735,-0.332,"0.552
",0.0,0.0,0.0
4.281,0.021,1.958,2.584,0.035,-0.154,-0.066,93.448,-2.782,-0.444,"0.563
",0.0,0.0,0.0
4.532,0.056,1.817,2.651,0.033,-0.156,-0.049,93.375,-1.997,-0.508,"0.564
",0.0,0.0,0.0
4.784,0.089,1.671,2.704,0.031,-0.156,-0.037,93.315,-1.216,-0.509,"0.579
",0.0,0.0,0.0
