Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.251,-0.240,3.216,0.383,0.004,0.029,0.008,482.328,-0.002,-0.002,-0.000,0.383,0.000,"-3.117
"
0.502,-0.240,3.216,0.383,0.006,0.023,0.008,482.340,0.005,-0.007,0.003,0.383,0.000,"-3.117
"
0.758,-0.239,3.216,0.383,0.007,0.033,0.007,482.237,-0.042,-0.060,0.006,0.383,0.000,"-3.117
"
1.009,-0.238,3.216,0.386,0.012,0.028,0.014,481.946,-0.060,-0.169,-0.007,0.385,0.000,"-3.114
"
1.269,-0.234,3.217,0.393,0.027,0.022,0.013,481.444,-0.057,-0.207,0.022,0.388,0.000,"-3.107
"
1.528,-0.226,3.218,0.424,0.040,0.012,-0.004,475.872,-0.122,-0.781,0.102,0.417,0.000,"-3.076
"
1.785,-0.219,3.219,0.453,0.038,0.010,-0.005,475.616,-0.109,-0.921,0.179,0.447,0.000,"-3.047
"
2.042,-0.198,3.219,0.540,0.035,0.002,-0.010,462.722,-0.136,-1.977,0.213,0.516,0.000,"-2.960
"
2.298,-0.171,3.218,0.652,0.011,-0.004,0.001,444.758,-0.094,-3.735,0.286,0.618,0.000,"-2.848
"
2.551,-0.150,3.217,0.754,-0.028,-0.010,-0.003,451.656,0.177,-4.036,0.392,0.754,0.000,"-2.746
"
2.810,-0.138,3.215,0.836,-0.046,-0.011,-0.002,452.409,0.199,-3.792,0.430,0.820,0.000,"-2.664
"
3.080,-0.129,3.212,0.933,-0.035,-0.014,-0.009,453.493,0.291,-3.468,0.457,0.883,0.000,"-2.567
"
3.335,-0.130,3.210,1.004,-0.023,-0.016,-0.002,457.175,0.425,-2.304,0.501,0.995,0.000,"-2.496
"
3.587,-0.136,3.206,1.062,-0.012,-0.019,-0.003,459.700,0.519,-1.629,0.522,1.043,0.000,"-2.438
"
3.855,-0.146,3.202,1.126,0.014,-0.020,-0.006,463.753,0.690,-0.606,0.549,1.126,0.000,"-2.374
"
4.110,-0.157,3.196,1.188,0.028,-0.025,-0.006,465.854,0.768,-0.362,0.565,1.160,0.000,"-2.312
"
4.368,-0.163,3.191,1.222,0.032,-0.025,-0.004,469.523,0.920,-0.311,0.605,1.217,0.000,"-2.278
"
4.622,-0.164,3.187,1.253,0.038,-0.028,-0.010,470.146,1.035,-0.504,0.626,1.242,0.000,"-2.247
"
4.877,-0.162,3.182,1.280,0.034,-0.032,-0.015,471.262,1.139,-0.863,0.655,1.267,0.000,"-2.220
"
5.140,-0.157,3.175,1.312,0.030,-0.035,-0.012,472.194,1.395,-1.643,0.700,1.312,0.000,"-2.188
"
5.396,-0.148,3.168,1.342,0.020,-0.034,-0.012,472.569,1.575,-2.049,0.708,1.333,0.000,"-2.158
"
5.654,-0.139,3.161,1.369,0.015,-0.032,-0.009,472.889,1.756,-2.434,0.691,1.354,0.000,"-2.131
"
5.908,-0.128,3.152,1.397,0.007,-0.033,-0.007,472.684,2.078,-2.931,0.698,1.397,0.000,"-2.103
"
6.171,-0.119,3.145,1.424,-0.000,-0.034,-0.004,473.099,2.191,-3.005,0.706,1.417,0.000,"-2.076
"
6.424,-0.111,3.136,1.455,-0.002,-0.033,0.002,472.787,2.332,-3.059,0.711,1.440,0.000,"-2.045
"
6.682,-0.105,3.128,1.488,-0.004,-0.036,0.004,472.514,2.447,-2.932,0.712,1.484,0.000,"-2.012
"
6.936,-0.102,3.122,1.515,-0.003,-0.038,-0.000,472.299,2.453,-2.759,0.728,1.507,0.000,"-1.985
"
7.188,-0.101,3.117,1.544,-0.001,-0.034,-0.001,472.052,2.420,-2.570,0.742,1.530,0.000,"-1.956
"
7.445,-0.100,3.112,1.571,0.006,-0.036,-0.006,471.878,2.412,-2.388,0.732,1.554,0.000,"-1.929
"
7.700,-0.101,3.108,1.597,0.009,-0.038,-0.005,471.909,2.432,-2.229,0.732,1.577,0.000,"-1.903
"
7.963,-0.102,3.102,1.630,0.017,-0.039,-0.008,472.452,2.446,-2.015,0.758,1.621,0.000,"-1.870
"
8.220,-0.102,3.098,1.657,0.022,-0.038,-0.010,472.607,3.638,-0.634,0.768,1.643,0.000,"-1.843
"
8.479,-0.098,3.094,1.685,0.037,-0.037,0.003,472.795,-2.345,0.388,0.760,1.685,0.000,"-1.815
"
8.738,-0.088,3.086,1.716,0.060,-0.038,-0.038,472.874,-1.989,-0.206,0.750,1.707,0.000,"-1.784
"
8.998,-0.073,3.070,1.743,0.070,-0.041,-0.103,472.691,-1.486,-0.718,0.750,1.729,0.000,"-1.757
"
9.258,-0.045,3.041,1.778,0.054,-0.035,-0.100,472.649,-0.120,-1.891,0.754,1.772,0.000,"-1.722
"
9.514,-0.011,2.999,1.808,0.034,-0.035,-0.080,473.051,0.649,-2.436,0.741,1.792,0.000,"-1.692
"
9.765,0.020,2.954,1.831,0.022,-0.032,-0.067,472.875,1.899,-3.113,0.735,1.814,0.000,"-1.669
"
10.028,0.061,2.889,1.860,0.001,-0.030,-0.038,473.588,4.032,-3.925,0.683,1.853,0.000,"-1.640
"
10.280,0.102,2.815,1.891,-0.019,-0.028,-0.008,473.846,4.654,-3.948,0.662,1.872,0.000,"-1.609
"
10.534,0.150,2.702,1.938,-0.019,-0.028,0.014,473.644,5.350,-3.062,0.641,1.931,0.000,"-1.562
"
10.800,0.171,2.634,1.965,-0.010,-0.025,0.014,474.065,5.155,-2.592,0.639,1.949,0.000,"-1.535
"
11.059,0.186,2.575,1.991,0.002,-0.024,0.008,474.589,4.505,-1.611,0.636,1.984,0.000,"-1.509
"
11.330,0.197,2.526,2.013,0.016,-0.023,0.002,474.830,4.134,-1.245,0.618,2.000,0.000,"-1.487
"
11.596,0.210,2.470,2.037,0.028,-0.027,-0.017,475.295,3.622,-0.855,0.615,2.032,0.000,"-1.463
"
11.855,0.222,2.426,2.055,0.040,-0.028,-0.020,475.647,3.496,-0.879,0.617,2.047,0.000,"-1.445
"
12.108,0.235,2.383,2.072,0.041,-0.027,-0.026,475.906,3.430,-1.023,0.618,2.061,0.000,"-1.428
"
