Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.270,-0.086,3.365,0.383,-0.004,-0.051,0.007,467.371,-0.005,-0.018,-0.007,0.383,0.000,"-2.117
"
0.519,-0.094,3.355,0.424,0.009,-0.064,-0.013,457.888,0.646,0.571,0.121,0.421,0.000,"-2.076
"
0.777,-0.078,3.318,1.030,0.031,-0.105,0.049,424.642,1.443,-1.041,0.557,1.030,0.000,"-1.470
"
1.028,-0.063,3.324,1.149,-0.000,-0.111,0.017,441.382,0.482,-1.551,0.664,1.149,0.000,"-1.351
"
1.283,-0.052,3.334,1.230,-0.006,-0.115,-0.004,445.224,-0.159,-1.747,0.724,1.219,0.000,"-1.270
"
1.542,-0.044,3.345,1.314,-0.006,-0.118,-0.027,448.131,-0.377,-1.511,0.770,1.307,0.000,"-1.186
"
1.801,-0.039,3.347,1.388,0.007,-0.122,-0.033,449.580,-0.066,-1.267,0.797,1.367,0.000,"-1.112
"
2.055,-0.037,3.343,1.451,0.016,-0.123,-0.028,448.084,0.501,-1.101,0.834,1.434,0.000,"-1.049
"
2.308,-0.034,3.334,1.518,0.019,-0.127,-0.020,448.920,1.454,-0.993,0.863,1.518,0.000,"-0.982
"
2.565,-0.028,3.319,1.597,0.022,-0.127,-0.009,448.934,1.980,-1.115,0.889,1.576,0.000,"-0.903
"
2.830,-0.021,3.304,1.670,0.013,-0.125,0.004,448.213,2.559,-1.359,0.892,1.663,0.000,"-0.830
"
3.083,-0.013,3.292,1.735,0.013,-0.128,0.007,449.059,2.673,-1.503,0.909,1.725,0.000,"-0.765
"
3.341,-0.006,3.282,1.799,0.013,-0.132,0.006,449.182,2.639,-1.654,0.920,1.786,0.000,"-0.701
"
3.600,-0.000,3.276,1.860,0.014,-0.130,0.008,449.663,2.464,-1.759,0.938,1.847,0.000,"-0.640
"
3.855,0.030,3.248,2.229,0.013,-0.133,-0.019,445.466,3.084,-2.008,0.938,2.225,0.000,"-0.271
"
4.120,0.034,3.237,2.288,0.015,-0.129,-0.014,450.795,3.211,-1.947,0.932,2.275,0.000,"-0.212
"
4.370,0.039,3.225,2.346,0.015,-0.130,-0.016,458.195,3.270,-1.877,0.934,2.328,0.000,"-0.154
"
4.628,0.048,3.200,2.448,0.015,-0.127,-0.012,442.768,4.632,-2.208,0.936,2.411,0.000,"-0.052
"
4.892,0.052,3.187,2.502,0.010,-0.129,0.003,440.320,4.564,-2.105,0.926,2.491,0.000,"0.002
"
5.142,0.056,3.175,2.549,0.007,-0.128,0.015,407.728,4.581,-2.095,0.915,2.549,0.000,"0.049
"
5.398,0.059,3.163,2.595,0.008,-0.129,0.002,410.484,4.618,-2.068,0.908,2.592,0.000,"0.095
"
5.674,0.063,3.132,2.659,0.011,-0.127,0.007,421.620,4.969,-1.825,0.903,2.661,0.000,"0.159
"
5.937,0.370,2.779,1.729,-0.115,-0.131,0.019,448.629,10.000,-10.000,0.954,1.725,0.000,"-0.771
"
6.193,0.244,2.605,1.976,0.084,-0.131,0.024,446.565,10.000,2.106,0.965,1.973,0.000,"-0.524
"
6.453,0.220,2.529,2.204,0.016,-0.136,0.023,456.050,10.000,-5.149,0.981,2.202,0.000,"-0.296
"
6.712,0.268,2.572,2.310,-0.035,-0.136,0.019,456.481,10.000,-5.337,1.006,2.310,0.000,"-0.190
"
6.966,0.252,2.634,2.405,-0.008,-0.133,0.021,457.530,9.380,-3.235,0.980,2.399,0.000,"-0.095
"
7.216,0.220,2.818,2.465,0.011,-0.122,-0.032,480.182,7.772,-4.879,0.868,2.465,0.000,"-0.035
"
7.474,0.243,2.827,2.382,-0.001,-0.120,-0.007,474.085,8.861,-5.091,0.838,2.383,0.000,"-0.118
"
7.729,0.246,2.826,2.394,0.006,-0.118,0.008,463.612,9.027,-4.311,0.798,2.391,0.000,"-0.106
"
7.980,0.222,2.850,2.529,0.016,-0.115,-0.015,425.201,8.266,-3.733,0.747,2.533,0.000,"0.029
"
8.230,0.279,2.756,2.747,0.009,-0.099,0.001,406.423,10.000,-4.678,0.547,2.741,0.000,"0.247
"
8.480,0.891,0.818,1.809,0.024,-0.154,0.013,498.989,10.000,-10.000,1.315,1.829,0.000,"-0.691
"
8.732,1.520,0.154,1.710,-0.018,0.104,0.118,457.379,10.000,-10.000,-1.682,1.707,0.000,"-0.790
"
8.984,1.506,0.253,1.721,-0.055,0.110,0.096,464.349,6.293,-10.000,-1.778,1.722,0.000,"-0.779
"
9.241,1.478,0.378,1.715,-0.071,0.112,0.079,468.339,4.092,-10.000,-1.824,1.718,0.000,"-0.785
"
9.504,1.424,0.550,1.683,-0.057,0.119,0.073,474.084,1.892,-10.000,-1.868,1.689,0.000,"-0.817
"
9.756,1.348,0.746,1.627,-0.044,0.113,0.047,481.078,-1.303,-10.000,-1.889,1.635,0.000,"-0.873
"
