Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.251,0.026,2.816,0.389,0.011,0.012,0.006,462.157,0.010,-0.162,0.021,0.389,0.000,"-1.611
"
0.510,0.028,2.818,0.394,0.021,0.011,0.010,461.653,-0.125,-0.199,0.002,0.392,0.000,"-1.606
"
0.776,0.032,2.821,0.424,0.034,0.001,-0.007,457.811,-0.254,-0.339,0.103,0.420,0.000,"-1.576
"
1.038,0.053,2.823,0.531,0.036,-0.013,-0.011,434.581,-0.195,-2.064,0.234,0.523,0.000,"-1.469
"
1.291,0.095,2.814,0.752,-0.021,-0.028,-0.011,428.340,0.598,-3.601,0.415,0.733,0.000,"-1.248
"
1.559,0.107,2.801,0.882,-0.037,-0.037,-0.012,439.228,1.094,-2.289,0.525,0.866,0.000,"-1.118
"
1.816,0.102,2.792,0.958,-0.009,-0.042,-0.006,443.012,1.353,-1.056,0.608,0.955,0.000,"-1.042
"
2.077,0.090,2.780,1.020,0.010,-0.045,-0.006,446.704,1.524,-0.169,0.628,1.007,0.000,"-0.980
"
2.337,0.080,2.772,1.057,0.027,-0.047,-0.008,449.490,1.720,0.277,0.669,1.050,0.000,"-0.943
"
2.595,0.072,2.763,1.093,0.037,-0.050,0.003,451.766,1.758,0.344,0.701,1.085,0.000,"-0.907
"
2.853,0.068,2.754,1.128,0.038,-0.052,-0.003,453.959,1.797,-0.123,0.755,1.124,0.000,"-0.872
"
3.112,0.072,2.747,1.156,0.036,-0.055,-0.006,454.469,1.897,-0.697,0.789,1.150,0.000,"-0.844
"
3.374,0.081,2.739,1.185,0.029,-0.057,-0.008,454.469,1.954,-1.351,0.801,1.176,0.000,"-0.815
"
3.641,0.093,2.731,1.214,0.012,-0.062,-0.015,454.597,2.259,-1.971,0.821,1.211,0.000,"-0.786
"
3.892,0.105,2.721,1.245,-0.001,-0.065,-0.010,454.749,2.461,-2.209,0.857,1.236,0.000,"-0.755
"
4.142,0.112,2.712,1.270,-0.004,-0.065,-0.012,454.543,2.741,-2.170,0.884,1.263,0.000,"-0.730
"
4.392,0.117,2.701,1.298,0.002,-0.069,-0.009,454.496,2.942,-1.979,0.896,1.289,0.000,"-0.702
"
4.649,0.119,2.691,1.324,0.010,-0.065,-0.003,454.903,3.174,-1.665,0.920,1.322,0.000,"-0.676
"
4.902,0.121,2.680,1.349,0.015,-0.069,-0.006,455.640,3.324,-1.514,0.949,1.345,0.000,"-0.651
"
5.153,0.121,2.669,1.370,0.011,-0.072,-0.007,456.192,3.480,-1.384,0.988,1.366,0.000,"-0.630
"
5.406,0.122,2.659,1.390,0.011,-0.074,-0.007,456.679,3.626,-1.377,0.999,1.385,0.000,"-0.610
"
5.661,0.124,2.649,1.408,0.020,-0.078,-0.007,457.108,3.762,-1.418,1.031,1.402,0.000,"-0.592
"
5.914,0.126,2.639,1.427,0.019,-0.085,-0.007,457.156,3.935,-1.444,1.076,1.425,0.000,"-0.573
"
6.166,0.128,2.630,1.445,0.012,-0.084,-0.004,457.216,3.974,-1.492,1.108,1.442,0.000,"-0.555
"
