Time,X,Y,Z,Pitch,Yaw,Roll,errorHeight,errorRoll,errorPitch,errorYaw,HLeadOut,HIntegralOut,HeightError
0.253,0.512,1.671,0.425,0.024,0.162,-0.002,454.494,-0.043,-0.077,0.034,0.425,0.000,"-3.575
"
0.507,0.510,1.673,0.429,0.019,0.158,-0.000,454.479,-0.035,0.075,0.018,0.426,0.000,"-3.571
"
0.759,0.512,1.690,0.466,0.053,0.156,0.039,454.174,-0.639,0.050,0.069,0.451,0.000,"-3.534
"
1.010,0.523,1.739,0.572,0.067,0.147,0.034,453.101,-2.321,-0.185,0.109,0.537,0.000,"-3.428
"
1.262,0.545,1.817,0.738,0.058,0.147,-0.019,451.218,-4.118,-0.435,0.231,0.688,0.000,"-3.262
"
1.515,0.572,1.904,0.948,0.042,0.134,-0.045,448.733,-5.547,-0.803,0.288,0.888,0.000,"-3.052
"
1.768,0.597,1.978,1.168,0.034,0.129,-0.077,446.003,-6.760,-1.602,0.257,1.107,0.000,"-2.832
"
2.020,0.610,2.019,1.352,0.031,0.132,-0.101,443.263,-6.603,-0.483,0.202,1.327,0.000,"-2.648
"
2.272,0.617,2.025,1.548,0.050,0.139,-0.108,440.960,-6.645,-1.322,0.655,1.512,0.000,"-2.452
"
2.524,0.617,1.986,1.699,0.006,-0.102,-0.467,438.940,-3.591,-2.014,0.254,1.675,0.000,"-2.301
"
2.777,0.598,1.912,1.832,0.051,0.145,-0.050,437.334,-1.442,-0.632,0.907,1.804,0.000,"-2.168
"
3.029,0.582,1.831,1.929,0.047,0.136,-0.015,436.016,-0.051,-0.903,0.461,1.910,0.000,"-2.071
"
3.281,0.564,1.757,2.007,0.014,0.244,0.169,435.031,0.262,-2.059,0.007,1.989,0.000,"-1.993
"
3.534,0.552,1.701,2.042,0.037,0.131,-0.001,434.454,1.353,0.056,0.061,2.035,0.000,"-1.958
"
3.786,0.542,1.667,2.056,0.064,0.128,0.011,434.191,0.941,-0.309,0.192,2.056,0.000,"-1.944
"
4.039,0.538,1.650,2.042,0.019,0.088,0.038,434.309,0.645,-0.392,0.445,2.047,0.000,"-1.958
"
4.292,0.543,1.644,2.000,-0.015,0.079,0.033,434.710,-0.125,-1.050,0.229,2.015,0.000,"-2.000
"
4.544,0.554,1.648,1.937,0.013,0.095,0.030,435.481,0.441,-1.643,0.552,1.953,0.000,"-2.063
"
4.797,0.572,1.654,1.840,0.060,0.127,-0.030,436.468,-0.086,-1.369,0.303,1.873,0.000,"-2.160
"
